Date,Description,Amount
2024-05-06,FACEBK *K3Y5P34NN2,900.00
2024-05-07,KLAVIYO INC. SOFTWARE,275.31
2024-05-14,MANUAL PAYMENT,-2000.00
2024-05-17,FACEBK *9VT485GMN2,900.00
2024-05-20,MANUAL PAYMENT,-1179.25
2024-05-21,FACEBK *MNR7A6CMN2,900.00
2024-05-23,"CASHBACK-REWARD - April 1-30,2024",-99.91
2024-05-25,FACEBK *49R4J44NN2,900.00
2024-05-27,FACEBK *EZY3L44NN2,137.18
2024-05-27,FACEBK *VPL7L44NN2,246.24
2024-06-01,TIKTOK ADS,9.32
2024-06-11,MANUAL PAYMENT,-1000.00
2024-06-14,KLAVIYO INC. SOFTWARE,323.91
2024-06-25,AUTOMATIC PAYMENT,-7294.59
2024-06-27,FACEBK *N2K6Z6YMN2,337.68
2024-06-27,FACEBK *GJ23F6UMN2,157.92
2024-06-28,"CASHBACK-REWARD - May 1-31,2024",-251.84
2024-06-30,FACEBK *Z5R8D68MN2,900.00
2024-07-04,FACEBK *9FHF964NN2,900.00
2024-07-07,KLAVIYO INC. SOFTWARE,381.06
2024-07-08,FACEBK *ZF2YQ68MN2,900.00
2024-07-09,DISCOUNTMUGS.COM,494.77
2024-07-11,FACEBK *XWWSP7YMN2,900.00
2024-07-14,FACEBK *NWDGX6QMN2,900.00
2024-07-17,FACEBK *47Z9E7UMN2,900.00
2024-07-20,FACEBK *H8J3274NN2,900.00
2024-07-25,AUTOMATIC PAYMENT,-576.99
2024-07-27,FACEBK *U4APW7UMN2,313.12
2024-07-30,"CASHBACK-REWARD - June 1-30,2024",-24.86
2024-07-30,FACEBK *6WBWH8LMN2,900.00
2024-08-26,AUTOMATIC PAYMENT,-8364.09
2024-08-29,"CASHBACK-REWARD - July 1-31,2024",-236.83
2024-08-29,FACEBK *5CJ57BCMN2,900.00
2024-09-01,FACEBK *5XXBHAYMN2,900.00
2024-09-03,FACEBK *ZNQFP9QMN2,900.00
2024-09-06,"CASHBACK-REWARD - August 1-31,2024",-27.00
2024-09-06,FACEBK *4G8UV98MN2,900.00
2024-09-09,FACEBK *V33WR94NN2,900.00
2024-09-11,FACEBK *TBF3X94NN2,899.85
2024-09-14,FACEBK *7R2HCA8MN2,900.00
2024-09-16,FACEBK *RMDCGBGMN2,900.00
2024-09-19,FACEBK *C25VJCCMN2,900.00
2024-09-25,AUTOMATIC PAYMENT,-636.17
2024-09-27,FACEBK *YN99XB4MN2,48.37
2024-10-02,FACEBK *Y7FNVBQMN2,900.00
2024-10-02,MANUAL PAYMENT,-1000.00
2024-10-06,"CASHBACK-REWARD - September 1-30,2024",-217.45
2024-10-07,FACEBK *9PNF5ECMN2,900.00
2024-10-27,FACEBK *TNBG3E4MN2,277.19
2024-10-31,AUTOMATIC PAYMENT,-6030.77
2024-11-06,"CASHBACK-REWARD - October 1-31,2024",-62.32
2024-11-19,FACEBK *DPJHPGCMN2,900.00
2024-11-22,FACEBK *35LLQFLMN2,900.00
2024-11-25,FACEBK *KYQKJFUMN2,900.00
2024-11-26,TIKTOK ADS,60.00
2024-11-26,TIKTOK ADS,28.00
2024-11-26,TIKTOK ADS,60.00
2024-11-26,TIKTOK ADS,28.00
2024-11-26,TIKTOK ADS,120.00
2024-11-27,FACEBK *2VKG2G8MN2,344.20
2024-11-27,FACEBK *D2ECMFUMN2,253.79
2024-11-28,TIKTOK ADS,96.00
2024-11-28,TIKTOK ADS,96.00
2024-11-29,TIKTOK ADS,200.00
2024-11-29,FACEBK *63C45F4NN2,900.00
2024-11-30,TIKTOK ADS,200.00
2024-12-01,October 2024 statement fee,228.49
2024-12-01,TIKTOK ADS,400.00
2024-12-02,October 2024 statement fee discount,-227.21
2024-12-03,MANUAL PAYMENT,-1568.84
2024-12-04,FACEBK *X8K9KGYMN2,900.00
2024-12-04,REPAYMENT FROM SALES,-290.03
2024-12-04,REPAYMENT FROM SALES,-157.28
2024-12-06,"CASHBACK-REWARD - November 1-30,2024",-152.58
2024-12-07,FACEBK *GR2JJG8MN2,900.00
2024-12-11,FACEBK *FP4SPF4NN2,900.00
2024-12-23,FACEBK *JVS3HHGMN2,464.98
