Statement date,Statement ID,Payment ID,Status,Total settlement amount,Net sales,Shipping,Fees,Adjustments,Reserve Amount,Payable amount
2025/06/12,7514703975384401707,3461857286204002417,Paid,311.14,331.0,0.0,-19.86,0,-8.43,302.71
2025/06/11,7514363470159202094,3461825501252456561,Paid,131.26,140.0,0.0,-8.74,0,-7.0,124.26
2025/06/10,7513991287314679598,3461803767131574385,Paid,205.86,219.0,0.0,-13.14,0,-10.95,194.91
2025/06/09,7513629137970775850,3461780819311104113,Paid,67.76,84.0,0.0,-16.24,0,5.44,73.2
2025/06/08,7513252428251629358,3461763748528033905,Paid,201.08,213.92,0.0,-12.84,0,-7.72,193.36
2025/06/07,7512829198130661162,3461745239394127985,Paid,239.17,262.52,0.0,-23.35,0,-21.49,217.68
2025/06/06,7512523123426789162,3461717910739193969,Paid,26.32,28.0,0.0,-1.68,0,6.6,32.92
2025/06/05,7511878814675257130,3461695831244443761,Paid,26.32,28.0,0.0,-1.68,0,-2.8,23.52
2025/06/03,7511164100652435242,3461649473832587377,Paid,0.0,0.0,0.0,0.0,0,11.2,11.2
2025/06/02,7511053410688157482,3461626821746135153,Paid,74.26,79.0,0.0,-4.74,0,-4.1,70.16
2025/06/01,7510682630091245358,3461608957912911985,Paid,26.32,28.0,0.0,-1.68,0,5.2,31.52
2025/05/31,7510038990133856046,3461586460771913841,Paid,159.72,178.0,0.0,-18.28,0,-8.64,151.08
2025/05/30,7509914287998420778,3461562719250518129,Paid,150.4,160.0,0.0,-9.6,0,-16.0,134.4
2025/05/29,7509544164711745322,3461538655585669233,Paid,190.82,203.0,0.0,-12.18,0,-20.3,170.52
2025/05/28,7509187928854906666,3461515251626381425,Paid,126.9,135.0,0.0,-8.1,0,-10.7,116.2
2025/05/27,7508792386668103467,3461491674161123441,Paid,52.64,56.0,0.0,-3.36,0,-1.36,51.28
2025/05/26,7508425298745050926,3461471252056084593,Paid,0.0,0.0,0.0,0.0,0,11.2,11.2
2025/05/25,7508053860217538346,3461454221034688625,Paid,106.7,114.0,0.0,-7.3,0,-3.0,103.7
2025/05/24,7507711150088980270,3461431927422685297,Paid,26.08,28.0,0.0,-1.92,0,-0.8,25.28
2025/05/23,7507276716352636718,3461407635943559281,Paid,107.31,114.0,0.0,-6.69,0,-5.83,101.48
2025/05/22,7506944503660578603,3461385595427262577,Paid,263.2,280.0,0.0,-16.8,0,-28.0,235.2
2025/05/21,7506573288522204974,3461366415482785905,Paid,116.56,124.0,0.0,-7.44,0,-12.43,104.13
2025/05/20,7506159776045205294,3461344585178714225,Paid,76.33,81.2,0.0,-4.87,0,8.68,85.01
2025/05/19,7505843493831771946,3461325065873494129,Paid,0.0,0.0,0.0,0.0,0,16.4,16.4
2025/05/18,7505499336412170026,3461287767356117105,Paid,0.0,0.0,0.0,0.0,0,31.0,31.0
2025/05/17,7504850428274820910,3461249700657008753,Paid,140.76,154.0,0.0,-13.24,0,-1.0,139.76
2025/05/16,7504719987005835050,3461204778572681329,Paid,56.4,60.0,0.0,-3.6,0,-2.96,53.44
2025/05/15,7504148689770825515,3461189223318589553,Paid,37.26,40.0,0.0,-2.74,0,-1.2,36.06
2025/05/14,7503985649255614254,3461174997478051953,Paid,88.36,94.0,0.0,-5.64,0,-9.4,78.96
2025/05/12,7503271481611355946,3461150611836670065,Paid,0.0,0.0,0.0,0.0,0,11.68,11.68
2025/05/11,7502616493759186731,3461140478129836145,Paid,105.28,112.0,0.0,-6.72,0,3.28,108.56
2025/05/10,7502509379309193006,3461126414040010865,Paid,35.72,38.0,0.0,-2.28,0,-1.0,34.72
2025/05/09,7502069884143175470,3461112258330333297,Paid,74.52,80.0,0.0,-5.48,0,-5.76,68.76
2025/05/08,7501777804150048554,3461098726855708785,Paid,78.96,84.0,0.0,-5.04,0,-8.4,70.56
2025/05/06,7501000579418736430,3461075697468608625,Paid,0.0,0.0,0.0,0.0,0,6.08,6.08
2025/05/05,7500643930137069358,3461065509923229809,Paid,26.32,28.0,0.0,-1.68,0,4.06,30.38
2025/05/04,7500246856145307438,3461056039149080689,Paid,39.64,46.0,0.0,-6.36,0,-4.24,35.4
2025/05/03,7499882178306885418,3461044976739913841,Paid,105.28,112.0,0.0,-6.72,0,0.28,105.56
2025/05/02,7499507885861455662,3461035306669281393,Paid,78.96,84.0,0.0,-5.04,0,-6.16,72.8
2025/05/01,7499157582003947310,3461023025225764977,Paid,18.8,20.0,0.0,-1.2,0,-0.6,18.2
2025/04/30,7498678374974359338,3461008195135508593,Paid,108.88,132.0,0.0,-23.12,0,-10.56,98.32
2025/04/29,7498159111814661930,3460998341150478449,Paid,0.0,0.0,0.0,0.0,0,4.14,4.14
2025/04/28,7497816973424281390,3460985256725876849,Paid,0.0,0.0,0.0,0.0,0,3.99,3.99
2025/04/27,7497612183854090030,3460973398035370097,Paid,157.92,168.0,0.0,-10.08,0,-6.23,151.69
2025/04/26,7497299295691949867,3460962042094522481,Paid,154.16,164.0,0.0,-9.84,0,-13.47,140.69
2025/04/25,7496955101937207083,3460951410166435953,Paid,291.4,310.0,0.0,-18.6,0,-31.0,260.4
2025/04/24,7496452850260952878,3460941248664342641,Paid,130.93,140.0,0.0,-9.07,0,-8.56,122.37
2025/04/23,7496243441505584942,3460926845691138161,Paid,28.12,38.0,0.0,-9.88,0,-3.04,25.08
2025/04/22,7495602926121633578,3460915306135457905,Paid,26.32,28.0,0.0,-1.68,0,-2.8,23.52
2025/04/21,7495533108742211371,3460903680896045169,Paid,0.0,0.0,0.0,0.0,0,1.4,1.4
2025/04/19,7494501465387271982,3460886440153288817,Paid,118.88,132.0,0.0,-23.12,10,-8.88,110.0
2025/04/18,7494113215664768814,3460871990538637425,Paid,77.62,84.0,0.0,-6.38,0,-4.2,73.42
2025/04/17,7494024781739018030,3460862320903491697,Paid,26.32,28.0,0.0,-1.68,0,-2.8,23.52
2025/04/16,7493578781018294059,3460848087744680049,Paid,20.72,28.0,0.0,-7.28,0,-2.24,18.48
2025/04/15,7493047916911839018,3460848087744680049,Paid,-0.68,0.0,0.0,-0.68,0,0.0,-0.68
2025/04/13,7492454293908490026,3460815234786103409,Paid,56.24,76.0,0.0,-19.76,0,-4.18,52.06
2025/04/12,7492137253481744174,3460804386689618033,Paid,64.48,68.6,0.0,-4.12,0,-6.86,57.62
2025/04/10,7491374750481286958,3460782801121546353,Paid,107.92,114.81,0.0,-6.89,0,-11.48,96.44
2025/04/09,7491075020102338346,3460770360771645553,Paid,21.06,22.4,0.0,-1.34,0,-2.24,18.82
2025/04/08,7490612299707795246,3460755267335524465,Paid,26.32,28.0,0.0,-1.68,0,-1.4,24.92
2025/04/07,7490004640101353262,3460744610562150513,Paid,42.12,44.8,0.0,-2.68,0,0.56,42.68
2025/04/06,7489622041277040430,3460733453154750577,Paid,56.83,60.45,0.0,-3.62,0,-1.12,55.71
2025/04/05,7489268093403973422,3460722066373513329,Paid,75.01,79.8,0.0,-4.79,0,-2.59,72.42
2025/04/04,7489111601597220654,3460712816409677937,Paid,198.96,213.8,0.0,-14.84,0,-6.37,192.59
2025/04/03,7488755310824507182,3460698441035452529,Paid,55.04,58.55,0.0,-3.51,0,-2.93,52.11
2025/04/01,7488047111633635114,3460675210480685169,Paid,102.21,108.73,0.0,-6.52,0,-5.44,96.77
