Only reserve details after 2024/09/25 are displayed,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
2025/03/21,7483971029187233578,3460282089177059441,2.8,released,576883968959878137,2025/02/25,released,3460545046716518513,2025/03/22
2025/03/19,7483196121490491182,3460268840128843889,2.8,released,576884679834374605,2025/02/23,released,3460519762599841905,2025/03/19
2025/03/17,7482510548920633130,3460257117614149745,2.83,released,576878455393194781,2025/02/21,released,3460499829482360945,2025/03/17
2025/03/17,7482510548920633130,3460256740084387953,5.6,released,576879924571508881,2025/02/21,released,3460499829482360945,2025/03/17
2025/03/16,7482091428127328042,3460248929322504305,5.6,released,576880615723275088,2025/02/20,released,3460494128605794417,2025/03/17
2025/03/16,7482091428127328042,3460248509430861937,2.8,released,576882289926575047,2025/02/20,released,3460494128605794417,2025/03/17
2025/03/15,7481734471583303470,3460244023065415793,2.38,released,576877741922947278,2025/02/19,released,3460483898325700721,2025/03/17
2025/03/15,7481734471583303470,3460420469067583601,-2.8,collected,576900068483633741,2025/03/14,2025/04/06,3460483898325700721,2025/03/17
2025/03/15,7481734471583303470,3460242772879315057,7.14,released,576877575144509490,2025/02/19,released,3460483898325700721,2025/03/17
2025/03/15,7481734471583303470,3460242349059641457,2.8,released,576881388472078990,2025/02/19,released,3460483898325700721,2025/03/17
2025/03/14,7481366302424155950,3460412824552050801,-1.9,collected,576901642409185690,2025/03/13,2025/04/05,3460476015282131057,2025/03/14
2025/03/14,7481366302424155950,3460237500155727985,2.38,released,576876773914940132,2025/02/18,released,3460476015282131057,2025/03/14
2025/03/14,7481366302424155950,3460235829624017009,2.8,released,576878483989041377,2025/02/18,released,3460476015282131057,2025/03/14
2025/03/13,7480950228506511147,3460401542989647985,-1.4,collected,576904673778373489,2025/03/12,2025/04/04,3460466422368079985,2025/03/13
2025/03/13,7480950228506511147,3460227949385715825,2.8,released,576879199130784641,2025/02/17,released,3460466422368079985,2025/03/13
2025/03/13,7480950228506511147,3460227204910059633,5.6,released,576878451948622785,2025/02/17,released,3460466422368079985,2025/03/13
2025/03/12,7480615843819259691,3460393488488435825,-2.8,collected,576901689557159982,2025/03/11,2025/04/03,3460455777519243377,2025/03/12
2025/03/12,7480615843819259691,3460393088878022769,-1.4,collected,576889243840975021,2025/03/11,2025/04/03,3460455777519243377,2025/03/12
2025/03/12,7480615843819259691,3460222799116275825,2.38,released,576877242369676026,2025/02/16,released,3460455777519243377,2025/03/12
2025/03/11,7479974510993819434,3460218573842518129,4.76,released,576871478165082144,2025/02/15,released,3460446858276868209,2025/03/11
2025/03/11,7479974510993819434,3460212658617094257,4.76,released,576873041025209108,2025/02/14,released,3460446858276868209,2025/03/11
2025/03/10,7479905847142156078,3460211207691866225,2.38,released,576874389151912624,2025/02/14,released,3460439558336122993,2025/03/10
2025/03/10,7479905847142156078,3460211118404178033,2.38,released,576871549381546270,2025/02/14,released,3460439558336122993,2025/03/10
2025/03/09,7479244206611892014,3460202676516589681,7.14,released,576873061024633671,2025/02/13,released,3460433599345037425,2025/03/10
2025/03/09,7479244206611892014,3460198869887389809,4.76,released,576871778332349062,2025/02/12,released,3460433599345037425,2025/03/10
2025/03/08,7478861744916514602,3460363504810627185,-5.6,collected,576899020822253726,2025/03/07,2025/03/30,3460425751626616945,2025/03/10
2025/03/08,7478861744916514602,3460196814162268273,3.91,released,576869646460294131,2025/02/12,released,3460425751626616945,2025/03/10
2025/03/08,7478861744916514602,3460196559742472305,4.76,released,576874486400847970,2025/02/12,released,3460425751626616945,2025/03/10
2025/03/08,7478861744916514602,3460195772146225265,2.38,released,576874804896436896,2025/02/12,released,3460425751626616945,2025/03/10
2025/03/08,7478861744916514602,3460355156122570865,-2.8,collected,576892894097413095,2025/03/06,2025/03/30,3460425751626616945,2025/03/10
2025/03/07,7478734073729697582,3460190290984865905,1.19,released,576869792739594884,2025/02/08,released,3460415698879221873,2025/03/07
2025/03/07,7478734073729697582,3460351285405388913,-11.2,collected,576893258073542839,2025/03/06,2025/03/29,3460415698879221873,2025/03/07
2025/03/05,7477993656377444142,3460175373039079537,3.4,released,576865678498566571,2025/02/09,released,3460398006802485361,2025/03/05
2025/03/05,7477993656377444142,3460333772170236017,-2.8,collected,576890426886230709,2025/03/04,2025/03/27,3460398006802485361,2025/03/05
2025/03/04,7477440598828468014,3460168089976344689,2.38,released,576870158241599966,2025/02/08,released,3460390128625356913,2025/03/04
2025/03/04,7477440598828468014,3460166155530965105,2.38,released,576866158636077533,2025/02/07,released,3460390128625356913,2025/03/04
2025/03/03,7477250604490884910,3460162471791005809,7.99,released,576867999652877232,2025/02/07,released,3460380836774449265,2025/03/04
2025/03/03,7477250604490884910,3460320300688117873,-2.8,collected,576893352054526121,2025/03/02,2025/03/25,3460380836774449265,2025/03/04
2025/03/03,7477250604490884910,3460319616528191601,-5.6,collected,576893007628440113,2025/03/02,2025/03/25,3460380836774449265,2025/03/04
2025/03/01,7476535018811180846,3460146489853907057,2.38,released,576853570903445957,2025/02/05,released,3460366879000924273,2025/03/04
2025/02/28,7476028715756029739,3460298551672475761,-2.8,collected,576885996868244113,2025/02/27,2025/03/22,3460358019625554033,2025/02/28
2025/02/28,7476028715756029739,3460298411239313521,-5.6,collected,576889672349028668,2025/02/27,2025/03/22,3460358019625554033,2025/02/28
2025/02/28,7476028715756029739,3460297566089810033,-2.8,collected,576888232985662436,2025/02/27,2025/03/22,3460358019625554033,2025/02/28
2025/02/27,7475514589229877038,3460130982204969073,2.38,released,576861242187747417,2025/02/03,released,3460349249057886321,2025/02/27
2025/02/27,7475514589229877038,3460129937916334193,2.38,released,576864421940728177,2025/02/03,released,3460349249057886321,2025/02/27
2025/02/27,7475514589229877038,3460289260635918449,-2.8,collected,576888679182536803,2025/02/26,2025/03/21,3460349249057886321,2025/02/27
2025/02/27,7475514589229877038,3460289235653922929,-5.6,collected,576888314322915644,2025/02/26,2025/03/21,3460349249057886321,2025/02/27
2025/02/27,7475514589229877038,3460126604786962545,2.38,released,576862199223193972,2025/02/02,released,3460349249057886321,2025/02/27
2025/02/26,7475160938380150574,3460283068122828913,-2.8,collected,576884974829343352,2025/02/25,2025/03/20,3460340869136552049,2025/02/26
2025/02/26,7475160938380150574,3460282089177059441,-2.8,collected,576883968959878137,2025/02/25,2025/03/20,3460340869136552049,2025/02/26
2025/02/26,7475160938380150574,3460121264838185073,2.38,released,576858003787977665,2025/02/01,released,3460340869136552049,2025/02/26
2025/02/25,7474985211801929514,3460118666133016689,4.76,released,576862327518106616,2025/02/01,released,3460332310438121585,2025/02/25
2025/02/25,7474985211801929514,3460118561457082481,4.76,released,576861901557633935,2025/02/01,released,3460332310438121585,2025/02/25
2025/02/25,7474985211801929514,3460117803186032753,2.38,released,576862241546539738,2025/02/01,released,3460332310438121585,2025/02/25
2025/02/25,7474985211801929514,3460117175770910833,4.76,released,576854461034696923,2025/02/01,released,3460332310438121585,2025/02/25
2025/02/24,7474665853540370219,3460268840128843889,-2.8,collected,576884679834374605,2025/02/23,2025/03/18,3460323940000174193,2025/02/24
2025/02/23,7474033242476365614,3460105836845961329,2.38,released,576853180088030071,2025/01/30,released,3460318331871793265,2025/02/24
2025/02/23,7474033242476365614,3460105785239441521,10.03,released,576855781740220671,2025/01/30,released,3460318331871793265,2025/02/24
2025/02/23,7474033242476365614,3460104750689390705,2.38,released,576858641863316429,2025/01/30,released,3460318331871793265,2025/02/24
2025/02/23,7474033242476365614,3460104391198150769,4.08,released,576853264140112663,2025/01/30,released,3460318331871793265,2025/02/24
2025/02/23,7474033242476365614,3460103053489442929,4.76,released,576858382800622064,2025/01/30,released,3460318331871793265,2025/02/24
2025/02/23,7474033242476365614,3460099116854579313,2.38,released,576855134554853981,2025/01/29,released,3460318331871793265,2025/02/24
2025/02/23,7474033242476365614,3460098891728195697,7.14,released,576857152027594757,2025/01/29,released,3460318331871793265,2025/02/24
2025/02/22,7473671480883103534,3460098612570198129,2.38,released,576859224603267314,2025/01/29,released,3460310245907468401,2025/02/24
2025/02/22,7473671480883103534,3460098402262749297,2.38,released,576856747767206845,2025/01/29,released,3460310245907468401,2025/02/24
2025/02/22,7473671480883103534,3460257117614149745,-2.83,collected,576878455393194781,2025/02/21,2025/03/16,3460310245907468401,2025/02/24
2025/02/22,7473671480883103534,3460256740084387953,-5.6,collected,576879924571508881,2025/02/21,2025/03/16,3460310245907468401,2025/02/24
2025/02/22,7473671480883103534,3460097268931203185,4.76,released,576856425141015472,2025/01/29,released,3460310245907468401,2025/02/24
2025/02/22,7473671480883103534,3460097154401865841,6.8,released,576854759513493548,2025/01/29,released,3460310245907468401,2025/02/24
2025/02/22,7473671480883103534,3460096879268106353,2.38,released,576858078893347085,2025/01/29,released,3460310245907468401,2025/02/24
2025/02/22,7473671480883103534,3460095695897333873,2.38,released,576856895545446760,2025/01/29,released,3460310245907468401,2025/02/24
2025/02/22,7473671480883103534,3460095384278503537,2.38,released,576858929711125298,2025/01/29,released,3460310245907468401,2025/02/24
2025/02/22,7473671480883103534,3460095384278372465,2.38,released,576858072060039986,2025/01/29,released,3460310245907468401,2025/02/24
2025/02/22,7473671480883103534,3460095402421686385,9.52,released,576854777136190311,2025/01/29,released,3460310245907468401,2025/02/24
2025/02/22,7473671480883103534,3460094896962506865,2.38,released,576856294985732214,2025/01/29,released,3460310245907468401,2025/02/24
2025/02/22,7473671480883103534,3460090994572169329,4.76,released,576853141057475023,2025/01/28,released,3460310245907468401,2025/02/24
2025/02/21,7473555179397203755,3460089988409036913,7.14,released,576854579663770444,2025/01/28,released,3460303483967934577,2025/02/21
2025/02/21,7473555179397203755,3460089965317951601,4.76,released,576856734230024325,2025/01/28,released,3460303483967934577,2025/02/21
2025/02/21,7473555179397203755,3460089581100830833,2.38,released,576857103245677232,2025/01/28,released,3460303483967934577,2025/02/21
2025/02/21,7473555179397203755,3460089411342995569,4.79,released,576854151184028445,2025/01/28,released,3460303483967934577,2025/02/21
2025/02/21,7473555179397203755,3460089081380573297,2.38,released,576855335622840354,2025/01/28,released,3460303483967934577,2025/02/21
2025/02/21,7473555179397203755,3460088942251708529,4.76,released,576855457519604313,2025/01/28,released,3460303483967934577,2025/02/21
2025/02/21,7473555179397203755,3460088822448951409,2.38,released,576853099539567415,2025/01/28,released,3460303483967934577,2025/02/21
2025/02/21,7473555179397203755,3460088798821060721,2.38,released,576854479316161182,2025/01/28,released,3460303483967934577,2025/02/21
2025/02/21,7473555179397203755,3460088643914403953,18.7,released,576853483338895737,2025/01/28,released,3460303483967934577,2025/02/21
2025/02/21,7473555179397203755,3460088591867613297,2.38,released,576854184448135956,2025/01/28,released,3460303483967934577,2025/02/21
2025/02/21,7473555179397203755,3460088533893288049,2.38,released,576853173633454468,2025/01/28,released,3460303483967934577,2025/02/21
2025/02/21,7473555179397203755,3460088075651813489,7.14,released,576853303878324884,2025/01/28,released,3460303483967934577,2025/02/21
2025/02/21,7473555179397203755,3460087950739935345,7.14,released,576854402376765522,2025/01/28,released,3460303483967934577,2025/02/21
2025/02/21,7473555179397203755,3460248929322504305,-5.6,collected,576880615723275088,2025/02/20,2025/03/15,3460303483967934577,2025/02/21
2025/02/21,7473555179397203755,3460087797725761649,6.8,released,576854827340763482,2025/01/28,released,3460303483967934577,2025/02/21
2025/02/21,7473555179397203755,3460248509430861937,-2.8,collected,576882289926575047,2025/02/20,2025/03/15,3460303483967934577,2025/02/21
2025/02/20,7473198484989183790,3460244023065415793,-2.38,collected,576877741922947278,2025/02/19,2025/03/14,3460294131711971441,2025/02/20
2025/02/20,7473198484989183790,3460242772879315057,-7.14,collected,576877575144509490,2025/02/19,2025/03/14,3460294131711971441,2025/02/20
2025/02/20,7473198484989183790,3460242349059641457,-2.8,collected,576881388472078990,2025/02/19,2025/03/14,3460294131711971441,2025/02/20
2025/02/19,7472548181406959402,3460237500155727985,-2.38,collected,576876773914940132,2025/02/18,2025/03/13,3460288049183232113,2025/02/19
2025/02/19,7472548181406959402,3460235829624017009,-2.8,collected,576878483989041377,2025/02/18,2025/03/13,3460288049183232113,2025/02/19
2025/02/19,7472548181406959402,3460072491597860977,2.38,released,576854403378679989,2025/02/17,released,3460288049183232113,2025/02/19
2025/02/19,7472548181406959402,3460072491597860977,-2.38,collected,576854403378679989,2025/02/17,2025/02/18,3460288049183232113,2025/02/19
2025/02/18,7472182047738578731,3460072187420643441,2.38,released,576854084100526112,2025/02/17,released,3460279458005422193,2025/02/18
2025/02/18,7472182047738578731,3460072187420643441,-2.38,collected,576854084100526112,2025/02/17,2025/02/17,3460279458005422193,2025/02/18
2025/02/18,7472182047738578731,3460070674391404657,2.38,released,576853189285155255,2025/02/17,released,3460279458005422193,2025/02/18
2025/02/18,7472182047738578731,3460070674391404657,-2.38,collected,576853189285155255,2025/02/17,2025/02/17,3460279458005422193,2025/02/18
2025/02/18,7472182047738578731,3460070295708012657,2.38,released,576853969159623289,2025/02/17,released,3460279458005422193,2025/02/18
2025/02/18,7472182047738578731,3460070295708012657,-2.38,collected,576853969159623289,2025/02/17,2025/02/17,3460279458005422193,2025/02/18
2025/02/18,7472182047738578731,3460069473198706801,2.38,released,576853133292966467,2025/02/17,released,3460279458005422193,2025/02/18
2025/02/18,7472182047738578731,3460069473198706801,-2.38,collected,576853133292966467,2025/02/17,2025/02/17,3460279458005422193,2025/02/18
2025/02/18,7472182047738578731,3460227949385715825,-2.8,collected,576879199130784641,2025/02/17,2025/03/12,3460279458005422193,2025/02/18
2025/02/18,7472182047738578731,3460068960366923889,2.38,released,576853349341434218,2025/02/17,released,3460279458005422193,2025/02/18
2025/02/18,7472182047738578731,3460068960366923889,-2.38,collected,576853349341434218,2025/02/17,2025/02/17,3460279458005422193,2025/02/18
2025/02/18,7472182047738578731,3460227204910059633,-5.6,collected,576878451948622785,2025/02/17,2025/03/12,3460279458005422193,2025/02/18
2025/02/17,7472079932399732522,3460063944067551345,2.38,released,576853215427138421,2025/02/16,released,3460272745518895217,2025/02/19
2025/02/17,7472079932399732522,3460063944067551345,-2.38,collected,576853215427138421,2025/02/16,2025/02/16,3460272745518895217,2025/02/19
2025/02/17,7472079932399732522,3460063788816240753,2.38,released,576853221676061642,2025/01/24,released,3460272745518895217,2025/02/19
2025/02/17,7472079932399732522,3460063532903272561,2.38,released,576854056649200409,2025/01/24,released,3460272745518895217,2025/02/19
2025/02/17,7472079932399732522,3460063316008538225,2.38,released,576853103940637388,2025/01/24,released,3460272745518895217,2025/02/19
2025/02/17,7472079932399732522,3460063134143844465,2.38,released,576853209040326956,2025/01/24,released,3460272745518895217,2025/02/19
2025/02/17,7472079932399732522,3460063087178453105,2.41,released,576853175816393355,2025/01/24,released,3460272745518895217,2025/02/19
2025/02/17,7472079932399732522,3460063134842130545,7.14,released,576853202318233965,2025/01/24,released,3460272745518895217,2025/02/19
2025/02/17,7472079932399732522,3460062763678732401,2.38,released,576853226836431048,2025/01/24,released,3460272745518895217,2025/02/19
2025/02/17,7472079932399732522,3460062667155476593,16.66,released,576853145059693255,2025/01/24,released,3460272745518895217,2025/02/19
2025/02/17,7472079932399732522,3460062417830187121,3.4,released,576852034264338510,2025/01/24,released,3460272745518895217,2025/02/19
2025/02/17,7472079932399732522,3460061876318736497,1.7,released,576853170010099896,2025/01/24,released,3460272745518895217,2025/02/19
2025/02/17,7472079932399732522,3460061684121178225,4.76,released,576853197345493417,2025/01/24,released,3460272745518895217,2025/02/19
2025/02/17,7472079932399732522,3460222799116275825,-2.38,collected,576877242369676026,2025/02/16,2025/03/11,3460272745518895217,2025/02/19
2025/02/17,7472079932399732522,3460061321940799601,6.8,released,576853166028984910,2025/01/24,released,3460272745518895217,2025/02/19
2025/02/16,7471437997062440750,3460218573842518129,-4.76,collected,576871478165082144,2025/02/15,2025/03/10,3460268090444779633,2025/02/17
2025/02/16,7471437997062440750,3460055550364782705,2.38,released,576848913511911500,2025/01/23,released,3460268090444779633,2025/02/17
2025/02/16,7471437997062440750,3460212658617094257,-4.76,collected,576873041025209108,2025/02/14,2025/03/10,3460268090444779633,2025/02/17
2025/02/15,7471371240670889771,3460211207691866225,-2.38,collected,576874389151912624,2025/02/14,2025/03/09,3460260546186350705,2025/02/19
2025/02/15,7471371240670889771,3460211118404178033,-2.38,collected,576871549381546270,2025/02/14,2025/03/09,3460260546186350705,2025/02/19
2025/02/14,7470708455578404651,3460042166488764529,4.76,released,576845797447864803,2025/01/21,released,3460253039237959793,2025/02/15
2025/02/14,7470708455578404651,3460202676516589681,-7.14,collected,576873061024633671,2025/02/13,2025/03/08,3460253039237959793,2025/02/15
2025/02/14,7470708455578404651,3460198869887389809,-4.76,collected,576871778332349062,2025/02/12,2025/03/08,3460253039237959793,2025/02/15
2025/02/13,7470589067688970030,3460196814162268273,-3.91,collected,576869646460294131,2025/02/12,2025/03/07,3460246471551717489,2025/02/14
2025/02/13,7470589067688970030,3460034821083336817,2.1,released,576835640365977977,2025/01/20,released,3460246471551717489,2025/02/14
2025/02/13,7470589067688970030,3460196559742472305,-4.76,collected,576874486400847970,2025/02/12,2025/03/07,3460246471551717489,2025/02/14
2025/02/13,7470589067688970030,3460195772146225265,-2.38,collected,576874804896436896,2025/02/12,2025/03/07,3460246471551717489,2025/02/14
2025/02/11,7469840934457362222,3460024034191183985,2.1,released,576840672685232733,2025/01/18,released,3460233136939307121,2025/02/12
2025/02/10,7469481227461068590,3460175373039079537,-3.4,collected,576865678498566571,2025/02/09,2025/03/04,3460225877449609329,2025/02/10
2025/02/10,7469481227461068590,3460017211375652977,2.1,released,576839353239507013,2025/01/17,released,3460225877449609329,2025/02/10
2025/02/10,7469481227461068590,3460016901937074289,2.38,released,576844280721739865,2025/01/18,released,3460225877449609329,2025/02/10
2025/02/09,7468904833249232686,3460190290984865905,-1.19,collected,576869792739594884,2025/02/08,2025/03/06,3460220721909567601,2025/02/10
2025/02/09,7468904833249232686,3460168089976344689,-2.38,collected,576870158241599966,2025/02/08,2025/03/03,3460220721909567601,2025/02/10
2025/02/09,7468904833249232686,3460166155530965105,-2.38,collected,576866158636077533,2025/02/07,2025/03/03,3460220721909567601,2025/02/10
2025/02/08,7468772735947294510,3460006347962617969,2.1,released,576835144641581608,2025/01/15,released,3460215196522680433,2025/02/10
2025/02/08,7468772735947294510,3460162471791005809,-7.99,collected,576867999652877232,2025/02/07,2025/03/02,3460215196522680433,2025/02/10
2025/02/06,7467721527887464238,3460146489853907057,-2.38,collected,576853570903445957,2025/02/05,2025/02/28,3460215196522680433,2025/02/10
2025/02/04,7466979092059981614,3460130982204969073,-2.38,collected,576861242187747417,2025/02/03,2025/02/26,3460186183332368497,2025/02/04
2025/02/04,7466979092059981614,3460129937916334193,-2.38,collected,576864421940728177,2025/02/03,2025/02/26,3460186183332368497,2025/02/04
2025/02/04,7466979092059981614,3460126604786962545,-2.38,collected,576862199223193972,2025/02/02,2025/02/26,3460186183332368497,2025/02/04
2025/02/03,7466625460320814894,3460121264838185073,-2.38,collected,576858003787977665,2025/02/01,2025/02/25,3460178510201327729,2025/02/03
2025/02/02,7466449451289249579,3460118666133016689,-4.76,collected,576862327518106616,2025/02/01,2025/02/24,3460173327702200433,2025/02/04
2025/02/02,7466449451289249579,3460118561457082481,-4.76,collected,576861901557633935,2025/02/01,2025/02/24,3460173327702200433,2025/02/04
2025/02/02,7466449451289249579,3460117803186032753,-2.38,collected,576862241546539738,2025/02/01,2025/02/24,3460173327702200433,2025/02/04
2025/02/02,7466449451289249579,3460117175770910833,-4.76,collected,576854461034696923,2025/02/01,2025/02/24,3460173327702200433,2025/02/04
2025/01/31,7465497994423715627,3460105836845961329,-2.38,collected,576853180088030071,2025/01/30,2025/02/22,3460158783872798833,2025/01/31
2025/01/31,7465497994423715627,3460105785239441521,-10.03,collected,576855781740220671,2025/01/30,2025/02/22,3460158783872798833,2025/01/31
2025/01/31,7465497994423715627,3459958049737904241,3.8,released,576826172811875044,2025/01/07,released,3460158783872798833,2025/01/31
2025/01/31,7465497994423715627,3460104750689390705,-2.38,collected,576858641863316429,2025/01/30,2025/02/22,3460158783872798833,2025/01/31
2025/01/31,7465497994423715627,3460104391198150769,-4.08,collected,576853264140112663,2025/01/30,2025/02/22,3460158783872798833,2025/01/31
2025/01/31,7465497994423715627,3459956378708250737,2.1,released,576829818339693378,2025/01/07,released,3460158783872798833,2025/01/31
2025/01/31,7465497994423715627,3460103053489442929,-4.76,collected,576858382800622064,2025/01/30,2025/02/22,3460158783872798833,2025/01/31
2025/01/31,7465497994423715627,3459951657500512369,2.04,released,576811281303834924,2025/01/06,released,3460158783872798833,2025/01/31
2025/01/31,7465497994423715627,3460099116854579313,-2.38,collected,576855134554853981,2025/01/29,2025/02/22,3460158783872798833,2025/01/31
2025/01/31,7465497994423715627,3460098891728195697,-7.14,collected,576857152027594757,2025/01/29,2025/02/22,3460158783872798833,2025/01/31
2025/01/30,7465135746253457194,3460098612570198129,-2.38,collected,576859224603267314,2025/01/29,2025/02/21,3460151712939479153,2025/01/30
2025/01/30,7465135746253457194,3460098402262749297,-2.38,collected,576856747767206845,2025/01/29,2025/02/21,3460151712939479153,2025/01/30
2025/01/30,7465135746253457194,3460097268931203185,-4.76,collected,576856425141015472,2025/01/29,2025/02/21,3460151712939479153,2025/01/30
2025/01/30,7465135746253457194,3460097154401865841,-6.8,collected,576854759513493548,2025/01/29,2025/02/21,3460151712939479153,2025/01/30
2025/01/30,7465135746253457194,3460096879268106353,-2.38,collected,576858078893347085,2025/01/29,2025/02/21,3460151712939479153,2025/01/30
2025/01/30,7465135746253457194,3460095695897333873,-2.38,collected,576856895545446760,2025/01/29,2025/02/21,3460151712939479153,2025/01/30
2025/01/30,7465135746253457194,3460095384278503537,-2.38,collected,576858929711125298,2025/01/29,2025/02/21,3460151712939479153,2025/01/30
2025/01/30,7465135746253457194,3460095402421686385,-9.52,collected,576854777136190311,2025/01/29,2025/02/21,3460151712939479153,2025/01/30
2025/01/30,7465135746253457194,3460095384278372465,-2.38,collected,576858072060039986,2025/01/29,2025/02/21,3460151712939479153,2025/01/30
2025/01/30,7465135746253457194,3460094896962506865,-2.38,collected,576856294985732214,2025/01/29,2025/02/21,3460151712939479153,2025/01/30
2025/01/30,7465135746253457194,3460090994572169329,-4.76,collected,576853141057475023,2025/01/28,2025/02/21,3460151712939479153,2025/01/30
2025/01/29,7465034299818559278,3460089988409036913,-7.14,collected,576854579663770444,2025/01/28,2025/02/20,3460144546480427121,2025/01/29
2025/01/29,7465034299818559278,3460089965317951601,-4.76,collected,576856734230024325,2025/01/28,2025/02/20,3460144546480427121,2025/01/29
2025/01/29,7465034299818559278,3460089581100830833,-2.38,collected,576857103245677232,2025/01/28,2025/02/20,3460144546480427121,2025/01/29
2025/01/29,7465034299818559278,3460089411342995569,-4.79,collected,576854151184028445,2025/01/28,2025/02/20,3460144546480427121,2025/01/29
2025/01/29,7465034299818559278,3460089081380573297,-2.38,collected,576855335622840354,2025/01/28,2025/02/20,3460144546480427121,2025/01/29
2025/01/29,7465034299818559278,3460088942251708529,-4.76,collected,576855457519604313,2025/01/28,2025/02/20,3460144546480427121,2025/01/29
2025/01/29,7465034299818559278,3460088798821060721,-2.38,collected,576854479316161182,2025/01/28,2025/02/20,3460144546480427121,2025/01/29
2025/01/29,7465034299818559278,3460088822448951409,-2.38,collected,576853099539567415,2025/01/28,2025/02/20,3460144546480427121,2025/01/29
2025/01/29,7465034299818559278,3460088643914403953,-18.7,collected,576853483338895737,2025/01/28,2025/02/20,3460144546480427121,2025/01/29
2025/01/29,7465034299818559278,3460088591867613297,-2.38,collected,576854184448135956,2025/01/28,2025/02/20,3460144546480427121,2025/01/29
2025/01/29,7465034299818559278,3460088533893288049,-2.38,collected,576853173633454468,2025/01/28,2025/02/20,3460144546480427121,2025/01/29
2025/01/29,7465034299818559278,3460088075651813489,-7.14,collected,576853303878324884,2025/01/28,2025/02/20,3460144546480427121,2025/01/29
2025/01/29,7465034299818559278,3460087950739935345,-7.14,collected,576854402376765522,2025/01/28,2025/02/20,3460144546480427121,2025/01/29
2025/01/29,7465034299818559278,3460087797725761649,-6.8,collected,576854827340763482,2025/01/28,2025/02/20,3460144546480427121,2025/01/29
2025/01/28,7464628834147518254,3459937265470705777,4.73,released,576824050632331454,2025/01/04,released,3460136195107426417,2025/01/29
2025/01/25,7463544865163511598,3460063788816240753,-2.38,collected,576853221676061642,2025/01/24,2025/02/16,3460116205141135473,2025/01/27
2025/01/25,7463544865163511598,3460063532903272561,-2.38,collected,576854056649200409,2025/01/24,2025/02/16,3460116205141135473,2025/01/27
2025/01/25,7463544865163511598,3460063316008538225,-2.38,collected,576853103940637388,2025/01/24,2025/02/16,3460116205141135473,2025/01/27
2025/01/25,7463544865163511598,3460063134842130545,-7.14,collected,576853202318233965,2025/01/24,2025/02/16,3460116205141135473,2025/01/27
2025/01/25,7463544865163511598,3460063134143844465,-2.38,collected,576853209040326956,2025/01/24,2025/02/16,3460116205141135473,2025/01/27
2025/01/25,7463544865163511598,3460063087178453105,-2.41,collected,576853175816393355,2025/01/24,2025/02/16,3460116205141135473,2025/01/27
2025/01/25,7463544865163511598,3460062763678732401,-2.38,collected,576853226836431048,2025/01/24,2025/02/16,3460116205141135473,2025/01/27
2025/01/25,7463544865163511598,3460062667155476593,-16.66,collected,576853145059693255,2025/01/24,2025/02/16,3460116205141135473,2025/01/27
