Only reserve details after 2024/09/25 are displayed,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
2025/11/29,7577625492111722254,3466264792313073777,2.1,released,577155312768095135,2025/11/05,released,3467377535299588209,2025/12/01
2025/11/29,7577625492111722254,3466265049738416241,2.8,released,577156870225826738,2025/11/05,released,3467377535299588209,2025/12/01
2025/11/29,7577625492111722254,3466262756630237297,5.6,released,577157140195152277,2025/11/05,released,3467377535299588209,2025/12/01
2025/11/28,7577205394586519310,3466237784229843057,2.8,released,577154026794225774,2025/11/04,released,3467319638153531505,2025/11/28
2025/11/28,7577205394586519310,3466235358621569137,2.8,released,577151626639086316,2025/11/04,released,3467319638153531505,2025/11/28
2025/11/28,7577205394586519310,3466206128819638385,7.14,released,577143996818493884,2025/11/03,released,3467319638153531505,2025/11/28
2025/11/27,7576827016306083597,3466193117704196209,2.83,released,577153946044567824,2025/11/03,released,3467284814600704113,2025/11/27
2025/11/27,7576827016306083597,3466190304191090801,5.6,released,577153746898489894,2025/11/03,released,3467284814600704113,2025/11/27
2025/11/26,7576667580845590286,3466162043183599729,1.7,released,577147662074286312,2025/11/02,released,3467242298895536241,2025/11/26
2025/11/26,7576667580845590286,3466159671575023729,2.8,released,577153562037489682,2025/11/02,released,3467242298895536241,2025/11/26
2025/11/25,7576089069994723085,3466134008655351921,1.7,released,577148085262323780,2025/11/01,released,3467212331438084209,2025/11/25
2025/11/25,7576089069994723085,3466127836938670193,1.7,released,577148083799101736,2025/11/01,released,3467212331438084209,2025/11/25
2025/11/25,7576089069994723085,3466123221032669297,1.7,released,577150821907534493,2025/11/01,released,3467212331438084209,2025/11/25
2025/11/25,7576089069994723085,3466123219737612401,2.8,released,577151463593644637,2025/11/01,released,3467212331438084209,2025/11/25
2025/11/24,7575719155895256887,3466096842092286065,2,released,577148717256119063,2025/10/31,released,3467161253478633585,2025/11/24
2025/11/24,7575719155895256887,3466091246441500785,2,released,577145610401714654,2025/10/31,released,3467161253478633585,2025/11/24
2025/11/24,7575719155895256887,3466087404511989873,2,released,577150666545861552,2025/10/31,released,3467161253478633585,2025/11/24
2025/11/24,7575719155895256887,3466081688418881649,4.76,released,577148773475192864,2025/10/31,released,3467161253478633585,2025/11/24
2025/11/24,7575719155895256887,3466080316628242545,2,released,577149577559052918,2025/10/31,released,3467161253478633585,2025/11/24
2025/11/23,7575480207243577143,3466043999202873457,2,released,577147987462099703,2025/10/30,released,3467136562606936177,2025/11/24
2025/11/22,7575000609426818829,3466005409445023857,1.7,released,577144661409304705,2025/10/29,released,3467094986504048753,2025/11/24
2025/11/22,7575000609426818829,3466001147284787313,1.7,released,577146406575771935,2025/10/29,released,3467094986504048753,2025/11/24
2025/11/22,7575000609426818829,3465998617847631985,2,released,577144186772624092,2025/10/29,released,3467094986504048753,2025/11/24
2025/11/22,7575000609426818829,3465997786322014321,4.8,released,577143573959447011,2025/10/29,released,3467094986504048753,2025/11/24
2025/11/22,7575000609426818829,3465994276161294449,1.7,released,577146056653705923,2025/10/29,released,3467094986504048753,2025/11/24
2025/11/21,7574831129895765773,3465957528292986993,2,released,577142644028576203,2025/10/28,released,3467054803506204785,2025/11/21
2025/11/21,7574831129895765773,3465957382464770161,1.7,released,577144224110252956,2025/10/28,released,3467054803506204785,2025/11/21
2025/11/21,7574831129895765773,3465948272427700337,4.5,released,577140721269707738,2025/10/28,released,3467054803506204785,2025/11/21
2025/11/20,7574227867670300430,3465917452703797361,4.76,released,577142524683063988,2025/10/27,released,3467014966607057009,2025/11/20
2025/11/20,7574227867670300430,3465913592496885873,2,released,577141412732899983,2025/10/27,released,3467014966607057009,2025/11/20
2025/11/20,7574227867670300430,3465911708288323697,4.5,released,577136253699592233,2025/10/27,released,3467014966607057009,2025/11/20
2025/11/18,7573480352354699022,3465825905115893873,9.52,released,577141349691461847,2025/10/25,released,3466937251027980401,2025/11/18
2025/11/18,7573480352354699022,3465821551400489073,7.14,released,577140183795667812,2025/10/25,released,3466937251027980401,2025/11/18
2025/11/17,7573344839736018702,3465795267912831089,1.7,released,577137090847871017,2025/10/24,released,3466902544542109809,2025/11/17
2025/11/17,7573344839736018702,3465782694816616561,7.14,released,577140151989932935,2025/10/24,released,3466902544542109809,2025/11/17
2025/11/17,7573344839736018702,3465780312534323313,2.8,released,577140965573497357,2025/10/24,released,3466902544542109809,2025/11/17
2025/11/17,7573344839736018702,3465778387715199089,2,released,577140990211298227,2025/10/24,released,3466902544542109809,2025/11/17
2025/11/16,7572996358127372045,3465746744148725873,2,released,577138600060294006,2025/10/23,released,3466879981195530353,2025/11/17
2025/11/16,7572996358127372045,3465745486308216945,1.7,released,577139449850532833,2025/10/23,released,3466879981195530353,2025/11/17
2025/11/16,7572996358127372045,3465739594666971249,4.76,released,577136389765632847,2025/10/23,released,3466879981195530353,2025/11/17
2025/11/16,7572996358127372045,3465736484349579377,2,released,577137461344113024,2025/10/23,released,3466879981195530353,2025/11/17
2025/11/16,7572996358127372045,3465736670568616049,2,released,577135886268993549,2025/10/23,released,3466879981195530353,2025/11/17
2025/11/16,7572996358127372045,3465736517539369073,2.8,released,577138724524167552,2025/10/23,released,3466879981195530353,2025/11/17
2025/11/15,7572369357083313975,3465699405414305905,1.7,released,577136113503343442,2025/10/22,released,3466843633263612017,2025/11/17
2025/11/15,7572369357083313975,3465670461761884273,2,released,577132652316037800,2025/11/01,released,3466843633263612017,2025/11/17
2025/11/14,7572281462204991287,3465665267923390577,4.76,released,577132222317499168,2025/10/21,released,3466808628915966065,2025/11/14
2025/11/14,7572281462204991287,3465656550434443377,2,released,577135120705687849,2025/11/01,released,3466808628915966065,2025/11/14
2025/11/13,7571849683778144014,3465613921776341105,1.7,released,577135682514686299,2025/10/20,released,3466773201735553137,2025/11/13
2025/11/12,7571286872207394574,3465583756175052913,2,released,577134968337961466,2025/10/19,released,3466739124318736497,2025/11/12
2025/11/11,7571100013518931725,3465561049590239345,2,released,577128605301445298,2025/10/18,released,3466709040463908977,2025/11/11
2025/11/11,7571100013518931725,3465559354039505009,4.76,released,577132150688158564,2025/10/18,released,3466709040463908977,2025/11/11
2025/11/11,7571100013518931725,3465558394333597809,22.4,released,577134314596045040,2025/10/18,released,3466709040463908977,2025/11/11
2025/11/10,7570519564996380430,3465523274634530929,1.7,released,577129871795655177,2025/10/17,released,3466668379518832753,2025/11/10
2025/11/10,7570519564996380430,3465485493693419633,5.1,released,577127236746252528,2025/10/27,released,3466668379518832753,2025/11/10
2025/11/09,7570151822921336589,3466383468841767025,-2.24,collected,577161109596311565,2025/11/08,2025/12/01,3466643800585965681,2025/11/10
2025/11/09,7570151822921336589,3465473549508251761,2,released,577131147440984411,2025/10/16,released,3466643800585965681,2025/11/10
2025/11/09,7570151822921336589,3465471559642288241,2,released,577131388943700331,2025/10/16,released,3466643800585965681,2025/11/10
2025/11/09,7570151822921336589,3466378023670288497,-2.8,collected,577156526311182596,2025/11/08,2025/12/01,3466643800585965681,2025/11/10
2025/11/09,7570151822921336589,3466377818796560497,-6.72,collected,577159019832905962,2025/11/08,2025/12/01,3466643800585965681,2025/11/10
2025/11/09,7570151822921336589,3466377404861681777,-9.28,collected,577161546040971277,2025/11/08,2025/12/01,3466643800585965681,2025/11/10
2025/11/09,7570151822921336589,3466377285689380977,-4.48,collected,577158766750700164,2025/11/08,2025/12/01,3466643800585965681,2025/11/10
2025/11/09,7570151822921336589,3465468034709426289,2,released,577130316249206843,2025/10/16,released,3466643800585965681,2025/11/10
2025/11/09,7570151822921336589,3466360461183062129,-2.1,collected,577155113129710139,2025/11/07,2025/12/01,3466643800585965681,2025/11/10
2025/11/08,7569991682406631223,3466359446250033265,-2.8,collected,577155981181161948,2025/11/07,2025/11/30,3466609585398976625,2025/11/10
2025/11/08,7569991682406631223,3465443065517478001,5.1,released,577127848347209842,2025/10/15,released,3466609585398976625,2025/11/10
2025/11/08,7569991682406631223,3466357885114683505,-4.9,collected,577156272615231959,2025/11/07,2025/11/30,3466609585398976625,2025/11/10
2025/11/08,7569991682406631223,3466357007555596401,-2.1,collected,577156292153414472,2025/11/07,2025/11/30,3466609585398976625,2025/11/10
2025/11/08,7569991682406631223,3466356134154899569,-2.24,collected,577160169894679287,2025/11/07,2025/11/30,3466609585398976625,2025/11/10
2025/11/08,7569991682406631223,3466354172842512497,-8.4,collected,577155501065999327,2025/11/07,2025/11/30,3466609585398976625,2025/11/10
2025/11/08,7569991682406631223,3466353385662484593,-2.34,collected,577159334908236002,2025/11/07,2025/11/30,3466609585398976625,2025/11/10
2025/11/08,7569991682406631223,3466353049574215793,-2.8,collected,577157229711495721,2025/11/07,2025/11/30,3466609585398976625,2025/11/10
2025/11/08,7569991682406631223,3465436071979094129,1.7,released,577125309595881922,2025/10/15,released,3466609585398976625,2025/11/10
2025/11/08,7569991682406631223,3466351564263231601,-2.1,collected,577154879992533041,2025/11/07,2025/11/30,3466609585398976625,2025/11/10
2025/11/08,7569991682406631223,3466351323695911025,-2.1,collected,577154880502665265,2025/11/07,2025/11/30,3466609585398976625,2025/11/10
2025/11/08,7569991682406631223,3466350081287819377,-4.9,collected,577155748129444108,2025/11/07,2025/11/30,3466609585398976625,2025/11/10
2025/11/08,7569991682406631223,3466349798899093617,-2.46,collected,577159517126628026,2025/11/07,2025/11/30,3466609585398976625,2025/11/10
2025/11/08,7569991682406631223,3466348288721326193,-4.48,collected,577159452479885850,2025/11/07,2025/11/30,3466609585398976625,2025/11/10
2025/11/08,7569991682406631223,3466347448319185009,-2.1,collected,577155474877157840,2025/11/07,2025/11/30,3466609585398976625,2025/11/10
2025/11/08,7569991682406631223,3466347139495202929,-2.1,collected,577154807254389250,2025/11/07,2025/11/30,3466609585398976625,2025/11/10
2025/11/08,7569991682406631223,3465430614202159217,2,released,577131285256507936,2025/10/15,released,3466609585398976625,2025/11/10
2025/11/08,7569991682406631223,3466345615092715633,-2.34,collected,577158586784190625,2025/11/07,2025/11/30,3466609585398976625,2025/11/10
2025/11/08,7569991682406631223,3466344764534788209,-2.38,collected,577159431188288118,2025/11/07,2025/11/30,3466609585398976625,2025/11/10
2025/11/08,7569991682406631223,3465429277409841265,4.5,released,577129217073255080,2025/10/15,released,3466609585398976625,2025/11/10
2025/11/08,7569991682406631223,3465429745190539377,2,released,577130342215881622,2025/10/15,released,3466609585398976625,2025/11/10
2025/11/08,7569991682406631223,3466341693002846321,-4.84,collected,577159186901275195,2025/11/07,2025/11/30,3466609585398976625,2025/11/10
2025/11/07,7569596070024562446,3466318872723492977,-2.24,collected,577157879376286301,2025/11/06,2025/11/29,3466572706227130481,2025/11/07
2025/11/07,7569596070024562446,3466318590093987953,-4.93,collected,577155864064266413,2025/11/06,2025/11/29,3466572706227130481,2025/11/07
2025/11/07,7569596070024562446,3466315825212330097,-2.8,collected,577151569978757587,2025/11/06,2025/11/29,3466572706227130481,2025/11/07
2025/11/07,7569596070024562446,3466314718449340529,-4.76,collected,577157909400031409,2025/11/06,2025/11/29,3466572706227130481,2025/11/07
2025/11/07,7569596070024562446,3466314355312463985,-2.1,collected,577154966471807190,2025/11/06,2025/11/29,3466572706227130481,2025/11/07
2025/11/07,7569596070024562446,3466310080326766705,-5.6,collected,577156591870972414,2025/11/06,2025/11/29,3466572706227130481,2025/11/07
2025/11/07,7569596070024562446,3466308655516258417,-2.1,collected,577157351335367224,2025/11/06,2025/11/29,3466572706227130481,2025/11/07
2025/11/07,7569596070024562446,3466307864876781681,-2.24,collected,577158032993194093,2025/11/06,2025/11/29,3466572706227130481,2025/11/07
2025/11/07,7569596070024562446,3466307225523294321,-2.8,collected,577155476609864218,2025/11/06,2025/11/29,3466572706227130481,2025/11/07
2025/11/07,7569596070024562446,3466302587289047153,-2.1,collected,577155405921620951,2025/11/06,2025/11/29,3466572706227130481,2025/11/07
2025/11/07,7569596070024562446,3466300348059586673,-4.76,collected,577158048905073303,2025/11/06,2025/11/29,3466572706227130481,2025/11/07
2025/11/06,7569246697298085645,3466279339100311665,-2.1,collected,577156719881195774,2025/11/05,2025/11/28,3466543812449767537,2025/11/06
2025/11/06,7569246697298085645,3466278596200730737,-2.1,collected,577155403895968050,2025/11/05,2025/11/28,3466543812449767537,2025/11/06
2025/11/06,7569246697298085645,3466277907637768305,-2.8,collected,577156905951531722,2025/11/05,2025/11/28,3466543812449767537,2025/11/06
2025/11/06,7569246697298085645,3466388989147517041,-4.48,collected,577162137859232326,2025/11/05,2025/12/01,3466543812449767537,2025/11/06
2025/11/06,7569246697298085645,3466273935723892849,-2,collected,577156232347750854,2025/11/05,2025/11/28,3466543812449767537,2025/11/06
2025/11/06,7569246697298085645,3466386485793362033,-2.38,collected,577159252759974433,2025/11/05,2025/12/01,3466543812449767537,2025/11/06
2025/11/06,7569246697298085645,3466386225535029361,-4.76,collected,577159504450326644,2025/11/05,2025/12/01,3466543812449767537,2025/11/06
2025/11/06,7569246697298085645,3466272333820104817,-5.6,collected,577154246732518020,2025/11/05,2025/11/28,3466543812449767537,2025/11/06
2025/11/06,7569246697298085645,3466384657770451057,-4.48,collected,577159246975963753,2025/11/05,2025/12/01,3466543812449767537,2025/11/06
2025/11/06,7569246697298085645,3466271487817584753,-8.4,collected,577152181766295957,2025/11/05,2025/11/28,3466543812449767537,2025/11/06
2025/11/06,7569246697298085645,3466384348337246321,-4.76,collected,577161137072149022,2025/11/05,2025/12/01,3466543812449767537,2025/11/06
2025/11/06,7569246697298085645,3466269948648001649,-4.9,collected,577154961633874538,2025/11/05,2025/11/28,3466543812449767537,2025/11/06
2025/11/06,7569246697298085645,3466269469917810801,-2.1,collected,577156053940473899,2025/11/05,2025/11/28,3466543812449767537,2025/11/06
2025/11/06,7569246697298085645,3466269233952297073,-2.1,collected,577157248080384665,2025/11/05,2025/11/28,3466543812449767537,2025/11/06
2025/11/06,7569246697298085645,3465361588210274417,7.14,released,577125498067915750,2025/10/13,released,3466543812449767537,2025/11/06
2025/11/06,7569246697298085645,3466266694975197297,-2.1,collected,577155250876878970,2025/11/05,2025/11/28,3466543812449767537,2025/11/06
2025/11/06,7569246697298085645,3466265049738416241,-2.8,collected,577156870225826738,2025/11/05,2025/11/28,3466543812449767537,2025/11/06
2025/11/06,7569246697298085645,3466264792313073777,-2.1,collected,577155312768095135,2025/11/05,2025/11/28,3466543812449767537,2025/11/06
2025/11/06,7569246697298085645,3466264757033537649,-2.8,collected,577155359055319331,2025/11/05,2025/11/28,3466543812449767537,2025/11/06
2025/11/06,7569246697298085645,3466262756630237297,-5.6,collected,577157140195152277,2025/11/05,2025/11/28,3466543812449767537,2025/11/06
2025/11/05,7568661983994611511,3465338721488244849,1.7,released,577122246324163533,2025/10/12,released,3466495387583746161,2025/11/06
2025/11/05,7568661983994611511,3465335313721364593,4.76,released,577127145545831026,2025/10/12,released,3466495387583746161,2025/11/06
2025/11/05,7568661983994611511,3465334650927026289,2,released,577120663856844893,2025/10/12,released,3466495387583746161,2025/11/06
2025/11/05,7568661983994611511,3465334608883322993,2,released,577125800914162363,2025/10/12,released,3466495387583746161,2025/11/06
2025/11/05,7568661983994611511,3466237784229843057,-2.8,collected,577154026794225774,2025/11/04,2025/11/27,3466495387583746161,2025/11/06
2025/11/05,7568661983994611511,3466235358621569137,-2.8,collected,577151626639086316,2025/11/04,2025/11/27,3466495387583746161,2025/11/06
2025/11/05,7568661983994611511,3466206128819638385,-7.14,collected,577143996818493884,2025/11/03,2025/11/27,3466495387583746161,2025/11/06
2025/11/04,7568525102183204663,3465306143506206833,2,released,577125262227312855,2025/10/11,released,3466462791450398833,2025/11/05
2025/11/04,7568525102183204663,3465301185714557041,4.76,released,577126077778072565,2025/10/11,released,3466462791450398833,2025/11/05
2025/11/04,7568525102183204663,3466193117704196209,-2.83,collected,577153946044567824,2025/11/03,2025/11/26,3466462791450398833,2025/11/05
2025/11/04,7568525102183204663,3466190304191090801,-5.6,collected,577153746898489894,2025/11/03,2025/11/26,3466462791450398833,2025/11/05
2025/11/04,7568525102183204663,3465292691780178033,1.7,released,577125732792570598,2025/10/11,released,3466462791450398833,2025/11/05
2025/11/03,7567999240429963063,3465268469045432433,2,released,577124267795780530,2025/10/10,released,3466432199504859249,2025/11/03
2025/11/03,7567999240429963063,3465266614741733489,2,released,577123555017920642,2025/10/10,released,3466432199504859249,2025/11/03
2025/11/03,7567999240429963063,3465263760893907057,4.5,released,577124195135755189,2025/10/10,released,3466432199504859249,2025/11/03
2025/11/03,7567999240429963063,3466162043183599729,-1.7,collected,577147662074286312,2025/11/02,2025/11/25,3466432199504859249,2025/11/03
2025/11/03,7567999240429963063,3465262635136946289,2.8,released,577123320269279560,2025/10/10,released,3466432199504859249,2025/11/03
2025/11/03,7567999240429963063,3465260314580783217,1.7,released,577124612760441034,2025/10/10,released,3466432199504859249,2025/11/03
2025/11/03,7567999240429963063,3466159671575023729,-2.8,collected,577153562037489682,2025/11/02,2025/11/25,3466432199504859249,2025/11/03
2025/11/03,7567999240429963063,3465256225746292849,7.14,released,577122534160175134,2025/10/10,released,3466432199504859249,2025/11/03
2025/11/03,7567999240429963063,3465245220507783281,7.14,released,577118638602883615,2025/10/10,released,3466432199504859249,2025/11/03
2025/11/02,7567614765325911821,3465234620378878065,5.1,released,577121761359860727,2025/10/09,released,3466396506847678577,2025/11/03
2025/11/02,7567614765325911821,3466134008655351921,-1.7,collected,577148085262323780,2025/11/01,2025/11/24,3466396506847678577,2025/11/03
2025/11/02,7567614765325911821,3465232348774240369,2,released,577120480125424631,2025/10/09,released,3466396506847678577,2025/11/03
2025/11/02,7567614765325911821,3465232333019582577,2,released,577119207560156119,2025/10/09,released,3466396506847678577,2025/11/03
2025/11/02,7567614765325911821,3465229890679246961,1.7,released,577123013378543698,2025/10/09,released,3466396506847678577,2025/11/03
2025/11/02,7567614765325911821,3465228409801576561,2,released,577122891094332358,2025/10/09,released,3466396506847678577,2025/11/03
2025/11/02,7567614765325911821,3465228248731521137,8.4,released,577123544557261190,2025/10/09,released,3466396506847678577,2025/11/03
2025/11/02,7567614765325911821,3465228213308067953,4.76,released,577124048337212286,2025/10/09,released,3466396506847678577,2025/11/03
2025/11/02,7567614765325911821,3465228032502239345,0.9,released,577123949216502044,2025/10/09,released,3466396506847678577,2025/11/03
2025/11/02,7567614765325911821,3465228472679305329,2,released,577123296344707151,2025/10/09,released,3466396506847678577,2025/11/03
2025/11/02,7567614765325911821,3465227929743233137,2,released,577119974827921412,2025/10/09,released,3466396506847678577,2025/11/03
2025/11/02,7567614765325911821,3466127836938670193,-1.7,collected,577148083799101736,2025/11/01,2025/11/24,3466396506847678577,2025/11/03
2025/11/02,7567614765325911821,3465223556044918897,2,released,577122749036335343,2025/10/09,released,3466396506847678577,2025/11/03
2025/11/02,7567614765325911821,3465222381648449649,4.76,released,577118925068865676,2025/10/09,released,3466396506847678577,2025/11/03
2025/11/02,7567614765325911821,3466123221032669297,-1.7,collected,577150821907534493,2025/11/01,2025/11/24,3466396506847678577,2025/11/03
2025/11/02,7567614765325911821,3466123219737612401,-2.8,collected,577151463593644637,2025/11/01,2025/11/24,3466396506847678577,2025/11/03
2025/11/02,7567614765325911821,3465219717705470065,1.2,released,577124147853758476,2025/10/09,released,3466396506847678577,2025/11/03
2025/11/02,7567614765325911821,3465670461761884273,-2,collected,577132652316037800,2025/11/01,2025/11/14,3466396506847678577,2025/11/03
2025/11/02,7567614765325911821,3465656550434443377,-2,collected,577135120705687849,2025/11/01,2025/11/13,3466396506847678577,2025/11/03
2025/11/01,7567403747271853837,3465201232096170097,4.76,released,577117960280707432,2025/10/08,released,3466364019848417393,2025/11/04
2025/11/01,7567403747271853837,3466096842092286065,-2,collected,577148717256119063,2025/10/31,2025/11/23,3466364019848417393,2025/11/04
2025/11/01,7567403747271853837,3465197784692985969,2,released,577117740333240894,2025/10/08,released,3466364019848417393,2025/11/04
2025/11/01,7567403747271853837,3465195950488260721,2.25,released,577120677006840094,2025/10/08,released,3466364019848417393,2025/11/04
2025/11/01,7567403747271853837,3465195126929526897,1,released,577121367413329927,2025/10/08,released,3466364019848417393,2025/11/04
2025/11/01,7567403747271853837,3466091246441500785,-2,collected,577145610401714654,2025/10/31,2025/11/23,3466364019848417393,2025/11/04
2025/11/01,7567403747271853837,3465193155421769841,1,released,577121931400877011,2025/10/08,released,3466364019848417393,2025/11/04
2025/11/01,7567403747271853837,3466087404511989873,-2,collected,577150666545861552,2025/10/31,2025/11/23,3466364019848417393,2025/11/04
2025/11/01,7567403747271853837,3465191306572894321,0.85,released,577121277900657453,2025/10/08,released,3466364019848417393,2025/11/04
2025/11/01,7567403747271853837,3466081688418881649,-4.76,collected,577148773475192864,2025/10/31,2025/11/23,3466364019848417393,2025/11/04
2025/11/01,7567403747271853837,3466080316628242545,-2,collected,577149577559052918,2025/10/31,2025/11/23,3466364019848417393,2025/11/04
2025/10/31,7567052921813075725,3465162487448309873,2.38,released,577116604712194879,2025/10/07,released,3466326809015980145,2025/10/31
2025/10/31,7567052921813075725,3465161812248662129,1,released,577117885818901060,2025/10/07,released,3466326809015980145,2025/10/31
2025/10/31,7567052921813075725,3465160971266330737,2.38,released,577116149437141945,2025/10/07,released,3466326809015980145,2025/10/31
2025/10/31,7567052921813075725,3465160920075178097,1.4,released,577118580517343781,2025/10/07,released,3466326809015980145,2025/10/31
2025/10/31,7567052921813075725,3465160489948254321,1,released,577118093065032144,2025/10/07,released,3466326809015980145,2025/10/31
