Only reserve details after 2024/09/25 are displayed,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
2025/09/04,7545893200326608695,3464047540816810097,-1.4,collected,577082460978451188,2025/09/03,2025/09/26,3464294650879578225,2025/09/04
2025/09/04,7545893200326608695,3463310942397370481,3,released,577053976353476691,2025/08/11,released,3464294650879578225,2025/09/04
2025/09/04,7545893200326608695,3464043845461708913,-3,collected,577083271495324536,2025/09/03,2025/09/26,3464294650879578225,2025/09/04
2025/09/04,7545893200326608695,3464041859107033201,-1.4,collected,577083083031745362,2025/09/03,2025/09/26,3464294650879578225,2025/09/04
2025/09/04,7545893200326608695,3464041974509178993,-1.4,collected,577083082027930450,2025/09/03,2025/09/26,3464294650879578225,2025/09/04
2025/09/04,7545893200326608695,3464038217520484465,-1.4,collected,577083728328037187,2025/09/03,2025/09/26,3464294650879578225,2025/09/04
2025/09/02,7545244817002792717,3463260659614912625,1.4,released,577054950494868345,2025/08/09,released,3464220098954367089,2025/09/03
2025/09/01,7544775204950607671,3463227976097697905,3,released,577050867267768643,2025/08/08,released,3464189403293192305,2025/09/01
2025/09/01,7544775204950607671,3463217912743825521,3,released,577055283433476722,2025/08/08,released,3464189403293192305,2025/09/01
2025/08/31,7544477040612722446,3463193913442340977,1.4,released,577049824360698749,2025/08/07,released,3464158951581978737,2025/09/01
2025/08/31,7544477040612722446,3463192360016121969,8.6,released,577049917063401885,2025/08/07,released,3464158951581978737,2025/09/01
2025/08/31,7544477040612722446,3463919241905934449,-1.4,collected,577072888502325875,2025/08/30,2025/09/22,3464158951581978737,2025/09/01
2025/08/30,7544072617998190350,3463161763836629105,1.4,released,577051355000115361,2025/08/06,released,3464126750615244913,2025/09/01
2025/08/30,7544072617998190350,3463158353010069617,1.4,released,577048651114844963,2025/08/06,released,3464126750615244913,2025/09/01
2025/08/30,7544072617998190350,3463879780094742641,-1.4,collected,577076627542020990,2025/08/29,2025/09/21,3464126750615244913,2025/09/01
2025/08/29,7543681578838099726,3463120329180745841,1,released,577046949340745770,2025/08/05,released,3464092531693752433,2025/08/29
2025/08/29,7543681578838099726,3463842221705826417,-22,collected,577071133379694832,2025/08/28,2025/09/20,3464092531693752433,2025/08/29
2025/08/29,7543681578838099726,3463840900903768177,-3,collected,577075150525665805,2025/08/28,2025/09/20,3464092531693752433,2025/08/29
2025/08/28,7543319366268552974,3463090282289533041,4,released,577050538159346201,2025/08/04,released,3464062426541822065,2025/08/28
2025/08/28,7543319366268552974,3463807169412370545,-2.8,collected,577075394872775026,2025/08/27,2025/09/19,3464062426541822065,2025/08/28
2025/08/27,7542925424154838798,3463783144555974769,-1.4,collected,577071155183981402,2025/08/26,2025/09/18,3464025209951719537,2025/08/28
2025/08/27,7542925424154838798,3463776744960266353,-1.4,collected,577073406131802890,2025/08/26,2025/09/18,3464025209951719537,2025/08/28
2025/08/27,7542925424154838798,3463051610013732977,2,released,577046051823719068,2025/08/03,released,3464025209951719537,2025/08/28
2025/08/27,7542925424154838798,3463051093388398705,1.4,released,577049821317402864,2025/08/03,released,3464025209951719537,2025/08/28
2025/08/26,7542337448287913741,3463032030568943729,5,released,577047056762115047,2025/08/02,released,3463994773337510001,2025/08/26
2025/08/26,7542337448287913741,3463027612806713457,1,released,577048026365465099,2025/08/02,released,3463994773337510001,2025/08/26
2025/08/26,7542337448287913741,3463019962150981745,1.4,released,577048516334293501,2025/08/02,released,3463994773337510001,2025/08/26
2025/08/26,7542337448287913741,3463726490423431281,-3.75,collected,577070029553832604,2025/08/24,2025/09/17,3463994773337510001,2025/08/26
2025/08/25,7542234238909974286,3462992556460773489,1,released,577048065064407589,2025/08/01,released,3463958531561328753,2025/08/25
2025/08/24,7541783717367662349,3462963807887921265,1,released,577041159397282339,2025/07/31,released,3463929646677004401,2025/08/25
2025/08/24,7541783717367662349,3463691635593875569,-1,collected,577072648781402918,2025/08/23,2025/09/15,3463929646677004401,2025/08/25
2025/08/24,7541783717367662349,3462955294580183153,1,released,577046967705244010,2025/07/31,released,3463929646677004401,2025/08/25
2025/08/24,7541783717367662349,3462954972759625841,1,released,577046123924198372,2025/07/31,released,3463929646677004401,2025/08/25
2025/08/24,7541783717367662349,3463685025538871409,-3,collected,577070744036348779,2025/08/23,2025/09/15,3463929646677004401,2025/08/25
2025/08/24,7541783717367662349,3463678797464965233,-1.4,collected,577071151213154907,2025/08/23,2025/09/15,3463929646677004401,2025/08/25
2025/08/24,7541783717367662349,3463678556529266801,-1.4,collected,577070984216220265,2025/08/23,2025/09/15,3463929646677004401,2025/08/25
2025/08/24,7541783717367662349,3463678575436009585,-1.4,collected,577071212234052187,2025/08/23,2025/09/15,3463929646677004401,2025/08/25
2025/08/23,7541444730971440951,3462925966544375921,2.62,released,577037961262043308,2025/07/30,released,3463896601623761009,2025/08/25
2025/08/23,7541444730971440951,3463659362381893745,-1.4,collected,577069415764562064,2025/08/22,2025/09/14,3463896601623761009,2025/08/25
2025/08/23,7541444730971440951,3463659330621182065,-1.4,collected,577066631700254995,2025/08/22,2025/09/14,3463896601623761009,2025/08/25
2025/08/23,7541444730971440951,3462922220502814833,1,released,577046070921760789,2025/07/30,released,3463896601623761009,2025/08/25
2025/08/23,7541444730971440951,3463653166607208561,-1.4,collected,577071174590697582,2025/08/22,2025/09/14,3463896601623761009,2025/08/25
2025/08/23,7541444730971440951,3463651077218734193,-3,collected,577071030508557094,2025/08/22,2025/09/14,3463896601623761009,2025/08/25
2025/08/23,7541444730971440951,3462915444680593521,2,released,577045124150104157,2025/07/30,released,3463896601623761009,2025/08/25
2025/08/23,7541444730971440951,3463649353336066161,-2.8,collected,577070284431659994,2025/08/22,2025/09/14,3463896601623761009,2025/08/25
2025/08/22,7541088585479882509,3463618145523765361,-1.4,collected,577069469862171288,2025/08/21,2025/09/13,3463866487138455665,2025/08/22
2025/08/22,7541088585479882509,3463616430345916529,-1.4,collected,577070667151741836,2025/08/21,2025/09/13,3463866487138455665,2025/08/22
2025/08/21,7540708466168629006,3462868664275669105,2.12,released,577039176033145065,2025/07/28,released,3463830139301695601,2025/08/21
2025/08/20,7540362132274743054,3462833555024154737,1,released,577037063082250473,2025/07/27,released,3463790154168242289,2025/08/20
2025/08/19,7540007786831365901,3463527987896815729,-3,collected,577065929923465753,2025/08/18,2025/09/10,3463762341337403505,2025/08/19
2025/08/19,7540007786831365901,3462809313500696689,5.62,released,577036320038228959,2025/07/26,released,3463762341337403505,2025/08/19
2025/08/18,7539372847865644814,3462787978191212657,0.84,released,577032750824722937,2025/07/25,released,3463727995203326065,2025/08/18
2025/08/18,7539372847865644814,3462784891443384433,2.12,released,577035757410685608,2025/07/25,released,3463727995203326065,2025/08/18
2025/08/18,7539372847865644814,3462783966226452593,1,released,577035976095601538,2025/07/25,released,3463727995203326065,2025/08/18
2025/08/18,7539372847865644814,3462759842199015537,2.5,released,577033679597245429,2025/07/24,released,3463727995203326065,2025/08/18
2025/08/17,7539220193495598862,3462755323037978737,0.92,released,577036950384054809,2025/07/24,released,3463705089160417393,2025/08/18
2025/08/17,7539220193495598862,3462748968797835377,1,released,577038204563002266,2025/07/24,released,3463705089160417393,2025/08/18
2025/08/17,7539220193495598862,3463463758834602097,-2.8,collected,577063260370670051,2025/08/16,2025/09/08,3463705089160417393,2025/08/18
2025/08/17,7539220193495598862,3463462080433721457,-2,collected,577063427288568113,2025/08/16,2025/09/08,3463705089160417393,2025/08/18
2025/08/17,7539220193495598862,3462746006814953585,4.75,released,577037886814458406,2025/07/24,released,3463705089160417393,2025/08/18
2025/08/17,7539220193495598862,3462745738198683761,2.5,released,577038559607624321,2025/07/24,released,3463705089160417393,2025/08/18
2025/08/16,7538869243946616631,3462726587581304945,1,released,577035380946801561,2025/07/23,released,3463668866920452209,2025/08/18
2025/08/16,7538869243946616631,3462724801887637617,3.38,released,577033805599380384,2025/07/23,released,3463668866920452209,2025/08/18
2025/08/16,7538869243946616631,3462724678405492849,1,released,577036062674162400,2025/07/23,released,3463668866920452209,2025/08/18
2025/08/16,7538869243946616631,3463437138230349937,-1.4,collected,577063400276005623,2025/08/15,2025/09/07,3463668866920452209,2025/08/18
2025/08/16,7538869243946616631,3463431720938934385,-1.4,collected,577063516897776247,2025/08/15,2025/09/07,3463668866920452209,2025/08/18
2025/08/15,7538250057645328183,3462692518137598065,0.88,released,577034090672919015,2025/07/22,released,3463640012598055025,2025/08/15
2025/08/15,7538250057645328183,3463395541642416241,-3.8,collected,577060924982661537,2025/08/14,2025/09/06,3463640012598055025,2025/08/15
2025/08/15,7538250057645328183,3462672844862951537,1.4,released,577027446344290537,2025/07/21,released,3463640012598055025,2025/08/15
2025/08/14,7538139176635451149,3463376522045329521,-1.4,collected,577058733268898120,2025/08/13,2025/09/05,3463596810143567985,2025/08/14
2025/08/14,7538139176635451149,3462667810532003953,1.12,released,577034526476440282,2025/07/21,released,3463596810143567985,2025/08/14
2025/08/14,7538139176635451149,3462661139302879345,1.12,released,577034982422253922,2025/07/21,released,3463596810143567985,2025/08/14
2025/08/14,7538139176635451149,3462661506253688945,2.46,released,577035010512425788,2025/07/21,released,3463596810143567985,2025/08/14
2025/08/13,7537767079979468558,3462637977050714225,1,released,577032632187327034,2025/07/20,released,3463564266994307185,2025/08/13
2025/08/12,7537346857498822413,3462618167756623985,3.98,released,577033245459386967,2025/07/19,released,3463534184851017841,2025/08/12
2025/08/12,7537346857498822413,3463310942397370481,-3,collected,577053976353476691,2025/08/11,2025/09/03,3463534184851017841,2025/08/12
2025/08/12,7537346857498822413,3462614897894658161,1,released,577032915259265525,2025/07/19,released,3463534184851017841,2025/08/12
2025/08/12,7537346857498822413,3462608836234023025,2.24,released,577032287652516028,2025/07/19,released,3463534184851017841,2025/08/12
2025/08/11,7537013600478889741,3462591218418290801,1,released,577032474270470816,2025/07/18,released,3463503327906926705,2025/08/11
2025/08/11,7537013600478889741,3462589049737613425,1.4,released,577030473657520134,2025/07/18,released,3463503327906926705,2025/08/11
2025/08/11,7537013600478889741,3462585912524181617,1,released,577030583391523255,2025/07/18,released,3463503327906926705,2025/08/11
2025/08/10,7536628611030566670,3463260659614912625,-1.4,collected,577054950494868345,2025/08/09,2025/09/01,3463476387119534193,2025/08/11
2025/08/10,7536628611030566670,3462564409883463793,4.01,released,577028023151071240,2025/07/17,released,3463476387119534193,2025/08/11
2025/08/10,7536628611030566670,3462563342415794289,1.41,released,577027434078114624,2025/07/17,released,3463476387119534193,2025/08/11
2025/08/10,7536628611030566670,3462557250651263089,1.12,released,577031350306443674,2025/07/17,released,3463476387119534193,2025/08/11
2025/08/09,7536095153338746637,3462539793392308337,2.8,released,577026686555689494,2025/07/16,released,3463447338928541809,2025/08/11
2025/08/09,7536095153338746637,3463227976097697905,-3,collected,577050867267768643,2025/08/08,2025/08/31,3463447338928541809,2025/08/11
2025/08/09,7536095153338746637,3462536463350599793,4.4,released,577029883875856934,2025/07/16,released,3463447338928541809,2025/08/11
2025/08/09,7536095153338746637,3462534090551955569,1.4,released,577028318695887771,2025/07/16,released,3463447338928541809,2025/08/11
2025/08/09,7536095153338746637,3462533807311458417,3,released,577028953700208995,2025/07/16,released,3463447338928541809,2025/08/11
2025/08/09,7536095153338746637,3462532300958896241,1.4,released,577027213527061458,2025/07/16,released,3463447338928541809,2025/08/11
2025/08/09,7536095153338746637,3463217912743825521,-3,collected,577055283433476722,2025/08/08,2025/08/31,3463447338928541809,2025/08/11
2025/08/09,7536095153338746637,3462525106481238129,1.4,released,577003514463949028,2025/07/16,released,3463447338928541809,2025/08/11
2025/08/08,7535929622279046925,3463193913442340977,-1.4,collected,577049824360698749,2025/08/07,2025/08/30,3463413836488282225,2025/08/08
2025/08/08,7535929622279046925,3463192360016121969,-8.6,collected,577049917063401885,2025/08/07,2025/08/30,3463413836488282225,2025/08/08
2025/08/08,7535929622279046925,3462515085872762993,1.4,released,577025203508777193,2025/07/15,released,3463413836488282225,2025/08/08
2025/08/07,7535414817604011790,3463161763836629105,-1.4,collected,577051355000115361,2025/08/06,2025/08/29,3463387386848776305,2025/08/07
2025/08/07,7535414817604011790,3462493479707775089,4,released,577022395989069826,2025/07/14,released,3463387386848776305,2025/08/07
2025/08/07,7535414817604011790,3463158353010069617,-1.4,collected,577048651114844963,2025/08/06,2025/08/29,3463387386848776305,2025/08/07
2025/08/06,7535135728289908535,3463120329180745841,-1,collected,577046949340745770,2025/08/05,2025/08/28,3463352110063718513,2025/08/06
2025/08/06,7535135728289908535,3462465240003481713,3.95,released,577025736031572557,2025/07/13,released,3463352110063718513,2025/08/06
2025/08/05,7534814033521575735,3463090282289533041,-4,collected,577050538159346201,2025/08/04,2025/08/27,3463324480931926129,2025/08/05
2025/08/05,7534814033521575735,3462448016523890801,3.95,released,577025395856281914,2025/07/12,released,3463324480931926129,2025/08/05
2025/08/05,7534814033521575735,3462445453049565297,20,released,577021116597572018,2025/07/12,released,3463324480931926129,2025/08/05
2025/08/04,7534192720915875598,3463051610013732977,-2,collected,577046051823719068,2025/08/03,2025/08/26,3463293351131451505,2025/08/04
2025/08/04,7534192720915875598,3463051093388398705,-1.4,collected,577049821317402864,2025/08/03,2025/08/26,3463293351131451505,2025/08/04
2025/08/04,7534192720915875598,3462408908662280305,2.8,released,576999431328666346,2025/07/10,released,3463293351131451505,2025/08/04
2025/08/03,7534010536762115854,3463032030568943729,-5,collected,577047056762115047,2025/08/02,2025/08/25,3463268274626662513,2025/08/04
2025/08/03,7534010536762115854,3463027612806713457,-1,collected,577048026365465099,2025/08/02,2025/08/25,3463268274626662513,2025/08/04
2025/08/03,7534010536762115854,3463019962150981745,-1.4,collected,577048516334293501,2025/08/02,2025/08/25,3463268274626662513,2025/08/04
2025/08/02,7533651735225829134,3462992556460773489,-1,collected,577048065064407589,2025/08/01,2025/08/24,3463237612020928625,2025/08/04
2025/08/02,7533651735225829134,3462368940160159857,1.4,released,577022358004929140,2025/07/09,released,3463237612020928625,2025/08/04
2025/08/01,7533086057303377719,3462963807887921265,-1,collected,577041159397282339,2025/07/31,2025/08/23,3463201004646862961,2025/08/01
2025/08/01,7533086057303377719,3462350910411608177,2.8,released,577018056276873362,2025/07/08,released,3463201004646862961,2025/08/01
2025/08/01,7533086057303377719,3462346058964570225,5.35,released,577018057790624422,2025/07/05,released,3463201004646862961,2025/08/01
2025/08/01,7533086057303377719,3462955294580183153,-1,collected,577046967705244010,2025/07/31,2025/08/23,3463201004646862961,2025/08/01
2025/08/01,7533086057303377719,3462954972759625841,-1,collected,577046123924198372,2025/07/31,2025/08/23,3463201004646862961,2025/08/01
2025/08/01,7533086057303377719,3462332758380941425,1.4,released,576994949753770454,2025/07/04,released,3463201004646862961,2025/08/01
2025/07/31,7532901264364996365,3462326970296668273,6.5,released,577014598711153337,2025/07/04,released,3463167722329051249,2025/07/31
2025/07/31,7532901264364996365,3462925966544375921,-2.62,collected,577037961262043308,2025/07/30,2025/08/22,3463167722329051249,2025/07/31
2025/07/31,7532901264364996365,3462922220502814833,-1,collected,577046070921760789,2025/07/30,2025/08/22,3463167722329051249,2025/07/31
2025/07/31,7532901264364996365,3462915444680593521,-2,collected,577045124150104157,2025/07/30,2025/08/22,3463167722329051249,2025/07/31
2025/07/31,7532901264364996365,3462315277577719921,1.4,released,577020479300473092,2025/07/04,released,3463167722329051249,2025/07/31
2025/07/29,7532212229719033614,3462284013784698993,3.5,released,577013596379648247,2025/07/02,released,3463099222724808817,2025/07/29
2025/07/29,7532212229719033614,3462868664275669105,-2.12,collected,577039176033145065,2025/07/28,2025/08/20,3463099222724808817,2025/07/29
2025/07/29,7532212229719033614,3462276795977601137,1.4,released,577014455042674835,2025/07/02,released,3463099222724808817,2025/07/29
2025/07/28,7531818707178522381,3462251656797130865,2.4,released,577018203835044628,2025/07/15,released,3463064030888562801,2025/07/28
2025/07/28,7531818707178522381,3462247561966489713,1.4,released,577014826628256191,2025/07/01,released,3463064030888562801,2025/07/28
2025/07/28,7531818707178522381,3462833555024154737,-1,collected,577037063082250473,2025/07/27,2025/08/19,3463064030888562801,2025/07/28
2025/07/27,7531453443299510071,3462809313500696689,-5.62,collected,577036320038228959,2025/07/26,2025/08/18,3463038293194805361,2025/07/28
2025/07/27,7531453443299510071,3462219372926242929,1.4,released,577015839927145080,2025/06/30,released,3463038293194805361,2025/07/28
2025/07/26,7530828394055485198,3462787978191212657,-0.84,collected,577032750824722937,2025/07/25,2025/08/17,3463006214343397489,2025/07/28
2025/07/26,7530828394055485198,3462784891443384433,-2.12,collected,577035757410685608,2025/07/25,2025/08/17,3463006214343397489,2025/07/28
2025/07/26,7530828394055485198,3462200018078765169,3.95,released,577014546512384712,2025/06/29,released,3463006214343397489,2025/07/28
2025/07/26,7530828394055485198,3462783966226452593,-1,collected,577035976095601538,2025/07/25,2025/08/17,3463006214343397489,2025/07/28
2025/07/26,7530828394055485198,3462200004572844145,1.4,released,577014496684904905,2025/06/29,released,3463006214343397489,2025/07/28
2025/07/26,7530828394055485198,3462198799685292145,2.8,released,577013871693959169,2025/06/29,released,3463006214343397489,2025/07/28
2025/07/26,7530828394055485198,3462195099401752689,3.95,released,577016418050412902,2025/06/29,released,3463006214343397489,2025/07/28
2025/07/26,7530828394055485198,3462759842199015537,-2.5,collected,577033679597245429,2025/07/24,2025/08/17,3463006214343397489,2025/07/28
2025/07/25,7530670588923332407,3462178152028541041,1.4,released,577011389851407189,2025/06/28,released,3462971180505927793,2025/07/25
2025/07/25,7530670588923332407,3462175686751850609,1.4,released,577011891747525337,2025/06/28,released,3462971180505927793,2025/07/25
2025/07/25,7530670588923332407,3462755323037978737,-0.92,collected,577036950384054809,2025/07/24,2025/08/16,3462971180505927793,2025/07/25
2025/07/25,7530670588923332407,3462748968797835377,-1,collected,577038204563002266,2025/07/24,2025/08/16,3462971180505927793,2025/07/25
2025/07/25,7530670588923332407,3462746006814953585,-4.75,collected,577037886814458406,2025/07/24,2025/08/16,3462971180505927793,2025/07/25
2025/07/25,7530670588923332407,3462745738198683761,-2.5,collected,577038559607624321,2025/07/24,2025/08/16,3462971180505927793,2025/07/25
2025/07/24,7530394100865124110,3462726587581304945,-1,collected,577035380946801561,2025/07/23,2025/08/15,3462933345680134257,2025/07/24
2025/07/24,7530394100865124110,3462724801887637617,-3.38,collected,577033805599380384,2025/07/23,2025/08/15,3462933345680134257,2025/07/24
2025/07/24,7530394100865124110,3462724678405492849,-1,collected,577036062674162400,2025/07/23,2025/08/15,3462933345680134257,2025/07/24
2025/07/23,7529702252932777741,3462692518137598065,-0.88,collected,577034090672919015,2025/07/22,2025/08/14,3462901238956920945,2025/07/23
2025/07/23,7529702252932777741,3462122208032886897,3.5,released,577013257037647904,2025/06/26,released,3462901238956920945,2025/07/23
2025/07/23,7529702252932777741,3462672844862951537,-1.4,collected,577027446344290537,2025/07/21,2025/08/14,3462901238956920945,2025/07/23
2025/07/22,7529592411027162893,3462107220142624881,2.8,released,577009010057056413,2025/06/25,released,3462878903769993329,2025/07/22
2025/07/22,7529592411027162893,3462107189336313969,1.4,released,577011819585180034,2025/06/25,released,3462878903769993329,2025/07/22
2025/07/22,7529592411027162893,3462667810532003953,-1.12,collected,577034526476440282,2025/07/21,2025/08/13,3462878903769993329,2025/07/22
2025/07/22,7529592411027162893,3462104613445603441,3.55,released,577010902470464275,2025/06/25,released,3462878903769993329,2025/07/22
2025/07/22,7529592411027162893,3462661139302879345,-1.12,collected,577034982422253922,2025/07/21,2025/08/13,3462878903769993329,2025/07/22
2025/07/22,7529592411027162893,3462661506253688945,-2.46,collected,577035010512425788,2025/07/21,2025/08/13,3462878903769993329,2025/07/22
2025/07/21,7529201570903525133,3462075302762287217,1.4,released,577011168040357965,2025/06/24,released,3462844927709909105,2025/07/21
2025/07/21,7529201570903525133,3462074877983101041,1.4,released,577010591526981800,2025/06/24,released,3462844927709909105,2025/07/21
2025/07/21,7529201570903525133,3462074665311441009,1.4,released,577010105273389802,2025/06/24,released,3462844927709909105,2025/07/21
2025/07/21,7529201570903525133,3462073038941556849,4,released,577010392824451748,2025/06/24,released,3462844927709909105,2025/07/21
2025/07/21,7529201570903525133,3462071281157247089,1.4,released,577008575546298672,2025/06/24,released,3462844927709909105,2025/07/21
2025/07/21,7529201570903525133,3462637977050714225,-1,collected,577032632187327034,2025/07/20,2025/08/12,3462844927709909105,2025/07/21
2025/07/21,7529201570903525133,3462067960722854001,1.4,released,577010279313281070,2025/06/24,released,3462844927709909105,2025/07/21
2025/07/20,7528797983632000823,3462053550792020081,1.4,released,577010016048026521,2025/06/23,released,3462820122993922161,2025/07/22
2025/07/20,7528797983632000823,3462052133898129521,3.95,released,577010155712975545,2025/06/23,released,3462820122993922161,2025/07/22
2025/07/20,7528797983632000823,3462618167756623985,-3.98,collected,577033245459386967,2025/07/19,2025/08/11,3462820122993922161,2025/07/22
2025/07/20,7528797983632000823,3462048769619038321,1.4,released,577010404699574460,2025/06/23,released,3462820122993922161,2025/07/22
2025/07/20,7528797983632000823,3462614897894658161,-1,collected,577032915259265525,2025/07/19,2025/08/11,3462820122993922161,2025/07/22
2025/07/20,7528797983632000823,3462047371129294961,3.95,released,577010360946364608,2025/06/23,released,3462820122993922161,2025/07/22
2025/07/20,7528797983632000823,3462045396525944945,1.4,released,577010659277247100,2025/06/23,released,3462820122993922161,2025/07/22
2025/07/20,7528797983632000823,3462044446313255025,1.4,released,577010129746038946,2025/06/23,released,3462820122993922161,2025/07/22
2025/07/20,7528797983632000823,3462044333837488241,1.4,released,577010343212847613,2025/06/23,released,3462820122993922161,2025/07/22
2025/07/20,7528797983632000823,3462608836234023025,-2.24,collected,577032287652516028,2025/07/19,2025/08/11,3462820122993922161,2025/07/22
