Statement date,Statement ID,Payment ID,Status,Total settlement amount,Net sales,Shipping,Fees,Adjustments,Reserve Amount,Payable amount
2025/02/28,7476028715756029739,3460358019625554033,Paid,104.94,112.0,0.0,-7.06,0,-11.2,93.74
2025/02/27,7475514589229877038,3460349249057886321,Paid,78.72,84.0,0.0,-5.28,0,-1.26,77.46
2025/02/26,7475160938380150574,3460340869136552049,Paid,52.64,56.0,0.0,-3.36,0,-3.22,49.42
2025/02/25,7474985211801929514,3460332310438121585,Paid,0.0,0.0,0.0,0.0,0,16.66,16.66
2025/02/24,7474665853540370219,3460323940000174193,Paid,26.32,28.0,0.0,-1.68,0,-2.8,23.52
2025/02/23,7474033242476365614,3460318331871793265,Paid,0.0,0.0,0.0,0.0,0,33.15,33.15
2025/02/22,7473671480883103534,3460310245907468401,Paid,78.96,84.0,0.0,-5.04,0,34.07,113.03
2025/02/21,7473555179397203755,3460303483967934577,Paid,78.96,84.0,0.0,-5.04,0,67.11,146.07
2025/02/20,7473198484989183790,3460294131711971441,Paid,115.81,123.2,0.0,-7.39,0,-12.32,103.49
2025/02/19,7472548181406959402,3460288049183232113,Paid,71.06,75.6,0.0,-4.54,0,-5.18,65.88
2025/02/18,7472182047738578731,3460279458005422193,Paid,265.91,282.9,0.0,-16.99,0,-8.4,257.51
2025/02/17,7472079932399732522,3460272745518895217,Paid,44.74,47.6,0.0,-2.86,0,52.39,97.13
2025/02/16,7471437997062440750,3460268090444779633,Paid,89.48,95.2,0.0,-5.72,0,-7.14,82.34
2025/02/15,7471371240670889771,3460260546186350705,Paid,44.74,47.6,0.0,-2.86,0,-4.76,39.98
2025/02/14,7470708455578404651,3460253039237959793,Paid,111.86,119.0,0.0,-7.14,0,-7.14,104.72
2025/02/13,7470589067688970030,3460246471551717489,Paid,103.86,110.5,0.0,-6.64,0,-8.95,94.91
2025/02/11,7469840934457362222,3460233136939307121,Paid,-0.67,0.0,0.0,-0.67,0,2.1,1.43
2025/02/10,7469481227461068590,3460225877449609329,Paid,63.92,68.0,0.0,-4.08,0,1.08,65.0
2025/02/09,7468904833249232686,3460220721909567601,Paid,67.11,71.4,0.0,-4.29,0,-5.95,61.16
2025/02/08,7468772735947294510,3460215196522680433,Paid,75.11,79.9,0.0,-4.79,0,-5.89,69.22
2025/02/06,7467721527887464238,3460215196522680433,Paid,-20.25,-15.4,-5.3,0.45,0,-2.38,-22.63
2025/02/04,7466979092059981614,3460186183332368497,Paid,67.11,71.4,0.0,-4.29,0,-7.14,59.97
2025/02/03,7466625460320814894,3460178510201327729,Paid,22.37,23.8,0.0,-1.43,0,-2.38,19.99
2025/02/02,7466449451289249579,3460173327702200433,Paid,156.59,166.6,0.0,-10.01,0,-16.66,139.93
2025/01/31,7465497994423715627,3460158783872798833,Paid,311.6,331.5,0.0,-19.9,0,-25.21,286.39
2025/01/30,7465135746253457194,3460151712939479153,Paid,401.48,425.0,2.0,-25.52,0,-42.5,358.98
2025/01/29,7465034299818559278,3460144546480427121,Paid,711.5,754.8,2.0,-45.3,0,-75.51,635.99
2025/01/28,7464628834147518254,3460136195107426417,Paid,0.0,0.0,0.0,0.0,0,4.73,4.73
2025/01/26,7463639001841370922,3460136195107426417,Paid,-0.29,0.0,0.0,-0.29,0,0.0,-0.29
2025/01/25,7463544865163511598,3460116205141135473,Paid,514.54,547.4,0.0,-32.86,0,-54.77,459.77
2025/01/24,7463157155353446190,3460108762233933937,Paid,22.37,23.8,0.0,-1.43,0,3.92,26.29
2025/01/23,7462876890433554222,3460101160167641201,Paid,0.0,0.0,0.0,0.0,0,8.0,8.0
2025/01/22,7462482403026569006,3460093625766744177,Paid,46.74,47.6,2.0,-2.86,0,-4.76,41.98
2025/01/21,7462026568182056750,3460084529654501489,Paid,19.74,21.0,0.0,-1.26,0,17.74,37.48
2025/01/20,7461687808629933870,3460079405162139761,Paid,0.0,0.0,0.0,0.0,0,14.19,14.19
2025/01/19,7461325388887770926,3460074610734239857,Paid,42.11,44.8,0.0,-2.69,0,-1.15,40.96
2025/01/18,7460955361567622958,3460066065075769457,Paid,19.74,21.0,0.0,-1.26,0,-2.1,17.64
2025/01/17,7460559610190038826,3460057565352792177,Paid,0.0,0.0,0.0,0.0,0,9.06,9.06
2025/01/16,7460238713659082542,3460052194202718321,Paid,19.74,21.0,0.0,-1.26,0,1.82,21.56
2025/01/14,7459201652193691438,3460039233103564913,Paid,0.0,0.0,0.0,0.0,0,5.88,5.88
2025/01/13,7458935843231794990,3460032067862892657,Paid,0.0,0.0,0.0,0.0,0,14.19,14.19
2025/01/12,7458589728158254890,3460032067862892657,Paid,-0.24,0.0,0.0,-0.24,0,0.0,-0.24
2025/01/11,7458114248267351851,3460020354914816113,Paid,141.8,143.0,5.3,-6.5,0,13.9,155.7
2025/01/10,7457699142572361518,3460014363743654001,Paid,0.0,0.0,0.0,0.0,0,42.59,42.59
2025/01/09,7457584746755835691,3460009899678929009,Paid,0.0,0.0,0.0,0.0,0,62.95,62.95
2025/01/08,7456959501560891178,3460003378252189809,Paid,124.05,121.4,10.6,-7.95,0,11.42,135.47
2025/01/07,7456834348218943278,3459997946200494193,Paid,0.0,0.0,0.0,0.0,0,96.74,96.74
2025/01/06,7456239907930130222,3459990733651284081,Paid,0.0,0.0,0.0,0.0,0,63.11,63.11
2025/01/05,7456087204822288170,3459986322238443633,Paid,44.46,42.0,5.3,-2.84,0,66.0,110.46
2025/01/03,7455108461223905066,3459971850938716273,Paid,0.0,0.0,0.0,0.0,0,16.9,16.9
2025/01/02,7454998942640654123,3459964837547118705,Paid,0.0,0.0,0.0,0.0,0,7.47,7.47
2025/01/01,7454620920796284715,3459959425071026289,Paid,59.22,63.0,0.0,-3.78,0,-6.3,52.92
2025/06/29,7520930889847195406,3462286249387331697,Paid,78.01,84.0,0.0,-5.99,0,-4.2,73.81
2025/06/28,7520421770201990926,3462259708378976369,Paid,0.0,0.0,0.0,0.0,0,2.8,2.8
2025/06/27,7520295803202619191,3462232216407871601,Paid,65.8,70.0,0.0,-4.2,0,-3.5,62.3
2025/06/26,7519979219200476942,3462208151746809969,Paid,145.7,155.0,0.0,-9.3,0,-7.75,137.95
2025/06/25,7519442936396973879,3462184350216458353,Paid,180.14,192.0,0.0,-11.86,0,-3.1,177.04
2025/06/24,7519153859341240119,3462160162379567217,Paid,280.12,298.0,0.0,-17.88,0,-12.1,268.02
2025/06/23,7518585199266367245,3462133296727560305,Paid,305.2,331.0,0.0,-25.8,0,0.77,305.97
2025/06/22,7518461524600456973,3462116906472411249,Paid,105.28,112.0,0.0,-6.72,0,10.4,115.68
2025/06/21,7518091219449366286,3462085793987006577,Paid,105.28,112.0,0.0,-6.72,0,14.69,119.97
2025/06/20,7517743856323020599,3462059128226091121,Paid,0.0,0.0,0.0,0.0,0,13.5,13.5
2025/06/19,7517077099476469518,3462036896478302321,Paid,173.21,196.0,-9.35,-13.44,0,-5.61,167.6
2025/06/18,7516924335005665079,3462011894388002929,Paid,415.74,443.0,0.0,-27.26,0,-22.16,393.58
2025/06/17,7516553129643640590,3461991331838922865,Paid,473.76,504.0,0.0,-30.24,0,-13.81,459.95
2025/06/16,7516223573854439214,3461957280264261745,Paid,210.56,224.0,0.0,-13.44,0,-8.4,202.16
2025/06/15,7515826626807056171,3461937647098892401,Paid,26.32,28.0,0.0,-1.68,0,10.03,36.35
2025/06/14,7515452372701923118,3461909945944084593,Paid,289.52,308.0,0.0,-18.48,0,12.59,302.11
2025/06/13,7515062155465459502,3461879211242655857,Paid,78.29,84.0,0.0,-5.71,0,8.23,86.52
2025/06/12,7514703975384401707,3461857286204002417,Paid,311.14,331.0,0.0,-19.86,0,-8.43,302.71
2025/06/11,7514363470159202094,3461825501252456561,Paid,131.26,140.0,0.0,-8.74,0,-7.0,124.26
2025/06/10,7513991287314679598,3461803767131574385,Paid,205.86,219.0,0.0,-13.14,0,-10.95,194.91
2025/06/09,7513629137970775850,3461780819311104113,Paid,67.76,84.0,0.0,-16.24,0,5.44,73.2
2025/06/08,7513252428251629358,3461763748528033905,Paid,201.08,213.92,0.0,-12.84,0,-7.72,193.36
2025/06/07,7512829198130661162,3461745239394127985,Paid,239.17,262.52,0.0,-23.35,0,-21.49,217.68
2025/06/06,7512523123426789162,3461717910739193969,Paid,26.32,28.0,0.0,-1.68,0,6.6,32.92
2025/06/05,7511878814675257130,3461695831244443761,Paid,26.32,28.0,0.0,-1.68,0,-2.8,23.52
2025/06/03,7511164100652435242,3461649473832587377,Paid,0.0,0.0,0.0,0.0,0,11.2,11.2
2025/06/02,7511053410688157482,3461626821746135153,Paid,74.26,79.0,0.0,-4.74,0,-4.1,70.16
2025/06/01,7510682630091245358,3461608957912911985,Paid,26.32,28.0,0.0,-1.68,0,5.2,31.52
2025/05/31,7510038990133856046,3461586460771913841,Paid,159.72,178.0,0.0,-18.28,0,-8.64,151.08
2025/05/30,7509914287998420778,3461562719250518129,Paid,150.4,160.0,0.0,-9.6,0,-16.0,134.4
2025/05/29,7509544164711745322,3461538655585669233,Paid,190.82,203.0,0.0,-12.18,0,-20.3,170.52
2025/05/28,7509187928854906666,3461515251626381425,Paid,126.9,135.0,0.0,-8.1,0,-10.7,116.2
2025/05/27,7508792386668103467,3461491674161123441,Paid,52.64,56.0,0.0,-3.36,0,-1.36,51.28
2025/05/26,7508425298745050926,3461471252056084593,Paid,0.0,0.0,0.0,0.0,0,11.2,11.2
2025/05/25,7508053860217538346,3461454221034688625,Paid,106.7,114.0,0.0,-7.3,0,-3.0,103.7
2025/05/24,7507711150088980270,3461431927422685297,Paid,26.08,28.0,0.0,-1.92,0,-0.8,25.28
2025/05/23,7507276716352636718,3461407635943559281,Paid,107.31,114.0,0.0,-6.69,0,-5.83,101.48
2025/05/22,7506944503660578603,3461385595427262577,Paid,263.2,280.0,0.0,-16.8,0,-28.0,235.2
2025/05/21,7506573288522204974,3461366415482785905,Paid,116.56,124.0,0.0,-7.44,0,-12.43,104.13
2025/05/20,7506159776045205294,3461344585178714225,Paid,76.33,81.2,0.0,-4.87,0,8.68,85.01
2025/05/19,7505843493831771946,3461325065873494129,Paid,0.0,0.0,0.0,0.0,0,16.4,16.4
2025/05/18,7505499336412170026,3461287767356117105,Paid,0.0,0.0,0.0,0.0,0,31.0,31.0
2025/05/17,7504850428274820910,3461249700657008753,Paid,140.76,154.0,0.0,-13.24,0,-1.0,139.76
2025/05/16,7504719987005835050,3461204778572681329,Paid,56.4,60.0,0.0,-3.6,0,-2.96,53.44
2025/05/15,7504148689770825515,3461189223318589553,Paid,37.26,40.0,0.0,-2.74,0,-1.2,36.06
2025/05/14,7503985649255614254,3461174997478051953,Paid,88.36,94.0,0.0,-5.64,0,-9.4,78.96
2025/05/12,7503271481611355946,3461150611836670065,Paid,0.0,0.0,0.0,0.0,0,11.68,11.68
2025/05/11,7502616493759186731,3461140478129836145,Paid,105.28,112.0,0.0,-6.72,0,3.28,108.56
2025/05/10,7502509379309193006,3461126414040010865,Paid,35.72,38.0,0.0,-2.28,0,-1.0,34.72
2025/05/09,7502069884143175470,3461112258330333297,Paid,74.52,80.0,0.0,-5.48,0,-5.76,68.76
2025/05/08,7501777804150048554,3461098726855708785,Paid,78.96,84.0,0.0,-5.04,0,-8.4,70.56
2025/05/06,7501000579418736430,3461075697468608625,Paid,0.0,0.0,0.0,0.0,0,6.08,6.08
2025/05/05,7500643930137069358,3461065509923229809,Paid,26.32,28.0,0.0,-1.68,0,4.06,30.38
2025/05/04,7500246856145307438,3461056039149080689,Paid,39.64,46.0,0.0,-6.36,0,-4.24,35.4
2025/05/03,7499882178306885418,3461044976739913841,Paid,105.28,112.0,0.0,-6.72,0,0.28,105.56
2025/05/02,7499507885861455662,3461035306669281393,Paid,78.96,84.0,0.0,-5.04,0,-6.16,72.8
2025/05/01,7499157582003947310,3461023025225764977,Paid,18.8,20.0,0.0,-1.2,0,-0.6,18.2
2025/04/30,7498678374974359338,3461008195135508593,Paid,108.88,132.0,0.0,-23.12,0,-10.56,98.32
2025/04/29,7498159111814661930,3460998341150478449,Paid,0.0,0.0,0.0,0.0,0,4.14,4.14
2025/04/28,7497816973424281390,3460985256725876849,Paid,0.0,0.0,0.0,0.0,0,3.99,3.99
2025/04/27,7497612183854090030,3460973398035370097,Paid,157.92,168.0,0.0,-10.08,0,-6.23,151.69
2025/04/26,7497299295691949867,3460962042094522481,Paid,154.16,164.0,0.0,-9.84,0,-13.47,140.69
2025/04/25,7496955101937207083,3460951410166435953,Paid,291.4,310.0,0.0,-18.6,0,-31.0,260.4
2025/04/24,7496452850260952878,3460941248664342641,Paid,130.93,140.0,0.0,-9.07,0,-8.56,122.37
2025/04/23,7496243441505584942,3460926845691138161,Paid,28.12,38.0,0.0,-9.88,0,-3.04,25.08
2025/04/22,7495602926121633578,3460915306135457905,Paid,26.32,28.0,0.0,-1.68,0,-2.8,23.52
2025/04/21,7495533108742211371,3460903680896045169,Paid,0.0,0.0,0.0,0.0,0,1.4,1.4
2025/04/19,7494501465387271982,3460886440153288817,Paid,118.88,132.0,0.0,-23.12,10,-8.88,110.0
2025/04/18,7494113215664768814,3460871990538637425,Paid,77.62,84.0,0.0,-6.38,0,-4.2,73.42
2025/04/17,7494024781739018030,3460862320903491697,Paid,26.32,28.0,0.0,-1.68,0,-2.8,23.52
2025/04/16,7493578781018294059,3460848087744680049,Paid,20.72,28.0,0.0,-7.28,0,-2.24,18.48
2025/04/15,7493047916911839018,3460848087744680049,Paid,-0.68,0.0,0.0,-0.68,0,0.0,-0.68
2025/04/13,7492454293908490026,3460815234786103409,Paid,56.24,76.0,0.0,-19.76,0,-4.18,52.06
2025/04/12,7492137253481744174,3460804386689618033,Paid,64.48,68.6,0.0,-4.12,0,-6.86,57.62
2025/04/10,7491374750481286958,3460782801121546353,Paid,107.92,114.81,0.0,-6.89,0,-11.48,96.44
2025/04/09,7491075020102338346,3460770360771645553,Paid,21.06,22.4,0.0,-1.34,0,-2.24,18.82
2025/04/08,7490612299707795246,3460755267335524465,Paid,26.32,28.0,0.0,-1.68,0,-1.4,24.92
2025/04/07,7490004640101353262,3460744610562150513,Paid,42.12,44.8,0.0,-2.68,0,0.56,42.68
2025/04/06,7489622041277040430,3460733453154750577,Paid,56.83,60.45,0.0,-3.62,0,-1.12,55.71
2025/04/05,7489268093403973422,3460722066373513329,Paid,75.01,79.8,0.0,-4.79,0,-2.59,72.42
2025/04/04,7489111601597220654,3460712816409677937,Paid,198.96,213.8,0.0,-14.84,0,-6.37,192.59
2025/04/03,7488755310824507182,3460698441035452529,Paid,55.04,58.55,0.0,-3.51,0,-2.93,52.11
2025/04/01,7488047111633635114,3460675210480685169,Paid,102.21,108.73,0.0,-6.52,0,-5.44,96.77
2025/09/28,7554807851550607118,3465084775872172145,Paid,0.0,0.0,0.0,0.0,0,7.2,7.2
2025/09/27,7554438937624823566,3465048710198628465,Paid,0.0,0.0,0.0,0.0,0,8.6,8.6
2025/09/26,7554144951622289165,3465010982018125937,Paid,52.64,56.0,0.0,-3.36,0,-2.8,49.84
2025/09/25,7553696783466071821,3464965645396643953,Paid,96.82,103.0,0.0,-6.18,0,-5.15,91.67
2025/09/23,7553023302780946231,3464898160456798321,Paid,0.0,0.0,0.0,0.0,0,1.4,1.4
2025/09/22,7552620673928021773,3464864288799625329,Paid,0.0,0.0,0.0,0.0,0,1.4,1.4
2025/09/21,7552220639571003191,3464835753123483761,Paid,26.32,28.0,0.0,-1.68,0,23.6,49.92
2025/09/20,7551866395957413645,3464802455944597617,Paid,0.0,0.0,0.0,0.0,0,2.8,2.8
2025/09/19,7551495895133587255,3464769505189990513,Paid,0.0,0.0,0.0,0.0,0,2.8,2.8
2025/09/18,7550880169108489997,3464732736718540913,Paid,56.06,60.0,0.0,-3.94,0,0.75,56.81
2025/09/16,7550326332270380855,3464667104959238257,Paid,82.71,87.99,0.0,-5.28,0,3.8,86.51
2025/09/15,7549992270521255735,3464637017435181169,Paid,0.0,0.0,0.0,0.0,0,10.0,10.0
2025/09/14,7549634318793819918,3464602066898161777,Paid,0.0,0.0,0.0,0.0,0,2.8,2.8
2025/09/13,7549255810270988045,3464602066898161777,Paid,-0.65,0.0,-0.65,0.0,0,0.0,-0.65
2025/09/12,7548975144727775031,3464538537580007537,Paid,26.32,28.0,0.0,-1.68,0,-1.4,24.92
2025/09/11,7548598959897102094,3464511732658573425,Paid,0.0,0.0,0.0,0.0,0,3.0,3.0
2025/09/09,7547777126695552782,3464447753690779761,Paid,0.0,0.0,0.0,0.0,0,4.8,4.8
2025/09/08,7547411893481178893,3464415405524291697,Paid,0.0,0.0,0.0,0.0,0,2.8,2.8
2025/09/07,7547002831669118734,3464393075347394673,Paid,0.0,0.0,0.0,0.0,0,3.8,3.8
2025/09/06,7546642140344911630,3464353147809796209,Paid,18.8,20.0,0.0,-1.2,0,0.4,19.2
2025/09/05,7546265202975835918,3464326804310954097,Paid,134.98,143.96,0.0,-8.98,0,-7.2,127.78
2025/09/04,7545893200326608695,3464294650879578225,Paid,161.63,171.95,0.0,-10.32,0,-5.6,156.03
2025/09/03,7545612933309417229,3464294650879578225,Paid,-9.84,0.0,-9.17,-0.67,0,0.0,-9.84
2025/09/02,7545244817002792717,3464220098954367089,Paid,0.0,0.0,0.0,0.0,0,1.4,1.4
2025/09/01,7544775204950607671,3464189403293192305,Paid,0.0,0.0,0.0,0.0,0,6.0,6.0
2025/08/31,7544477040612722446,3464158951581978737,Paid,26.31,27.99,0.0,-1.68,0,8.6,34.91
2025/08/30,7544072617998190350,3464126750615244913,Paid,26.31,27.99,0.0,-1.68,0,1.4,27.71
2025/08/29,7543681578838099726,3464092531693752433,Paid,469.61,499.95,0.0,-30.34,0,-24.0,445.61
2025/08/28,7543319366268552974,3464062426541822065,Paid,52.62,55.98,0.0,-3.36,0,1.2,53.82
2025/08/27,7542925424154838798,3464025209951719537,Paid,52.62,55.98,0.0,-3.36,0,0.6,53.22
2025/08/26,7542337448287913741,3463994773337510001,Paid,70.49,74.99,0.0,-4.5,0,3.65,74.14
2025/08/25,7542234238909974286,3463958531561328753,Paid,0.0,0.0,0.0,0.0,0,1.0,1.0
2025/08/24,7541783717367662349,3463929646677004401,Paid,154.14,163.98,0.0,-9.84,0,-5.2,148.94
2025/08/23,7541444730971440951,3463896601623761009,Paid,187.97,199.97,0.0,-12.0,0,-4.38,183.59
2025/08/22,7541088585479882509,3463866487138455665,Paid,52.62,55.98,0.0,-3.36,0,-2.8,49.82
2025/08/21,7540708466168629006,3463830139301695601,Paid,-0.72,0.0,0.0,-0.72,0,2.12,1.4
2025/08/20,7540362132274743054,3463790154168242289,Paid,0.0,0.0,0.0,0.0,0,1.0,1.0
2025/08/19,7540007786831365901,3463762341337403505,Paid,56.16,60.0,0.0,-3.84,0,2.62,58.78
2025/08/18,7539372847865644814,3463727995203326065,Paid,0.0,0.0,0.0,0.0,0,6.46,6.46
2025/08/17,7539220193495598862,3463705089160417393,Paid,90.0,96.0,0.0,-6.0,0,4.37,94.37
2025/08/16,7538869243946616631,3463668866920452209,Paid,52.64,56.0,0.0,-3.36,0,2.58,55.22
2025/08/15,7538250057645328183,3463640012598055025,Paid,71.44,76.0,0.0,-4.56,0,-1.52,69.92
2025/08/14,7538139176635451149,3463596810143567985,Paid,26.32,28.0,0.0,-1.68,0,3.3,29.62
2025/08/13,7537767079979468558,3463564266994307185,Paid,0.0,0.0,0.0,0.0,0,1.0,1.0
2025/08/12,7537346857498822413,3463534184851017841,Paid,56.4,60.0,0.0,-3.6,0,4.22,60.62
2025/08/11,7537013600478889741,3463503327906926705,Paid,0.0,0.0,0.0,0.0,0,3.4,3.4
2025/08/10,7536628611030566670,3463476387119534193,Paid,26.32,28.0,0.0,-1.68,0,5.14,31.46
2025/08/09,7536095153338746637,3463447338928541809,Paid,112.8,120.0,0.0,-7.2,0,8.4,121.2
2025/08/08,7535929622279046925,3463413836488282225,Paid,188.0,200.0,0.0,-12.0,0,-8.6,179.4
2025/08/07,7535414817604011790,3463387386848776305,Paid,25.71,28.0,0.0,-2.29,0,1.2,26.91
2025/08/06,7535135728289908535,3463352110063718513,Paid,18.8,20.0,0.0,-1.2,0,2.95,21.75
2025/08/05,7534814033521575735,3463324480931926129,Paid,75.2,80.0,0.0,-4.8,0,19.95,95.15
2025/08/04,7534192720915875598,3463293351131451505,Paid,63.92,68.0,0.0,-4.08,0,-0.6,63.32
2025/08/03,7534010536762115854,3463268274626662513,Paid,139.12,148.0,0.0,-8.88,0,-7.4,131.72
2025/08/02,7533651735225829134,3463237612020928625,Paid,18.8,20.0,0.0,-1.2,0,0.4,19.2
2025/08/01,7533086057303377719,3463201004646862961,Paid,56.4,60.0,0.0,-3.6,0,6.55,62.95
2025/07/31,7532901264364996365,3463167722329051249,Paid,105.73,112.48,0.0,-6.75,0,2.28,108.01
2025/07/30,7532648672627869453,3463167722329051249,Paid,-0.17,0.0,0.0,-0.17,0,0.0,-0.17
2025/07/29,7532212229719033614,3463099222724808817,Paid,39.86,42.4,0.0,-2.54,0,2.78,42.64
2025/07/28,7531818707178522381,3463064030888562801,Paid,18.8,20.0,0.0,-1.2,0,2.8,21.6
2025/07/27,7531453443299510071,3463038293194805361,Paid,105.73,112.48,0.0,-6.75,0,-4.22,101.51
2025/07/26,7530828394055485198,3463006214343397489,Paid,121.05,129.2,0.0,-8.15,0,5.64,126.69
2025/07/25,7530670588923332407,3462971180505927793,Paid,172.46,183.47,0.0,-11.01,0,-6.37,166.09
2025/07/24,7530394100865124110,3462933345680134257,Paid,101.12,107.57,0.0,-6.45,0,-5.38,95.74
2025/07/23,7529702252932777741,3462901238956920945,Paid,42.86,45.6,0.0,-2.74,0,1.22,44.08
2025/07/22,7529592411027162893,3462878903769993329,Paid,88.37,94.0,0.0,-5.63,0,3.05,91.42
2025/07/21,7529201570903525133,3462844927709909105,Paid,18.8,20.0,0.0,-1.2,0,10.0,28.8
2025/07/20,7528797983632000823,3462820122993922161,Paid,135.68,144.34,0.0,-8.66,0,7.68,143.36
2025/07/19,7528440047471281975,3462793018783928433,Paid,64.11,68.0,0.0,-3.89,0,12.87,76.98
2025/07/18,7528078700169053966,3462764024924049521,Paid,122.58,130.4,0.0,-7.82,0,-0.94,121.64
2025/07/17,7527551383067690766,3462732375172157553,Paid,270.72,288.0,0.0,-17.28,0,-7.39,263.33
2025/07/16,7527233894266914615,3462702545561751665,Paid,71.44,76.0,0.0,-4.56,0,-3.8,67.64
2025/07/15,7526733806654605111,3462676916610895985,Paid,75.2,80.0,0.0,-4.8,0,7.21,82.41
2025/07/14,7526580227049621261,3462647254719828081,Paid,74.26,79.0,0.0,-4.74,0,18.21,92.47
2025/07/13,7526208119605888781,3462631096862216305,Paid,450.07,479.0,0.0,-28.93,0,1.26,451.33
2025/07/12,7525651657343256333,3462578871299379313,Paid,52.64,56.0,0.0,-3.36,0,8.4,61.04
2025/07/11,7525512768930383630,3462578871299379313,Paid,-1.02,0.0,0.0,-1.02,0,1.4,0.38
2025/07/10,7525108343418455863,3462547880948633713,Paid,-0.34,0.0,0.0,-0.34,0,14.01,13.67
2025/07/09,7524725260793530125,3462521807631847537,Paid,52.64,56.0,0.0,-3.36,0,1.4,54.04
2025/07/08,7524359424706791223,3462500996707422321,Paid,16.68,18.0,0.0,-1.32,0,16.55,33.23
2025/07/07,7524019060050675469,3462476216372269169,Paid,0.0,0.0,0.0,0.0,0,7.0,7.0
2025/07/06,7523425552829679415,3462457134847004785,Paid,126.9,135.0,0.0,-8.1,0,4.2,131.1
2025/07/05,7523242994871420685,3462435130948751473,Paid,148.52,158.0,0.0,-9.48,0,-6.38,142.14
2025/07/04,7522860600372758327,3462409522647765105,Paid,-0.34,0.0,0.0,-0.34,0,3.86,3.52
2025/07/03,7522555000292329230,3462382483014717553,Paid,91.78,98.0,0.0,-6.22,0,-4.9,86.88
2025/07/02,7522000379708294926,3462382483014717553,Paid,-34.66,-28.0,-7.33,0.67,0,5.64,-29.02
2025/07/01,7521790806093760270,3462333518266339441,Paid,26.32,28.0,0.0,-1.68,0,12.26,38.58
2025/12/26,7587877371018004279,3468523357509488753,Paid,84.7,90.11,0.0,-5.41,0,0.0,84.7
2025/12/25,7587458027469489933,3468488440296935537,Paid,199.26,212.81,0.0,-13.55,0,0.0,199.26
2025/12/24,7587152422049498894,3468449692472479857,Paid,18.41,19.59,0.0,-1.18,0,0.0,18.41
2025/12/23,7586798166844458765,3468407246623903857,Paid,29.46,31.34,0.0,-1.88,0,0.0,29.46
2025/12/22,7586373459391973133,3468364193875398769,Paid,92.06,97.95,0.0,-5.89,0,0.0,92.06
2025/12/21,7585732903603111694,3468334208018518129,Paid,289.78,308.5,0.0,-18.72,0,0.0,289.78
2025/12/20,7585657669332043575,3468290935440314481,Paid,151.27,155.62,5.3,-9.65,0,0.0,151.27
